failure_uid,model_family,method_name,input_scope,repetition,run_id,failure_object_type,related_finding_uid,related_case_id,detection_match,evidence_quality,summary,final_answer_path,tool_trace_path,candidate_reason,failure_manifestation,failure_mechanism,evidence_from_output,tool_trace_observation,likely_cause,method_implication,review_notes
E00036,deepseek_v4_pro,baseline,h21_dma_pkt_scope,3,baseline:deepseek_v4_pro:h21_dma_pkt_scope:rep_3,Duplicate,baseline:deepseek_v4_pro:h21_dma_pkt_scope:rep_3:F-002,H21-031,Duplicate,Insufficient,"JTAG unlock can clear all register-lock values, bypassing hardware register locks",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_dma_pkt_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_dma_pkt_scope\rep_3\tool_trace.jsonl,Duplicate finding,,,,,,,
E00037,deepseek_v4_pro,baseline,h21_dma_pkt_scope,3,baseline:deepseek_v4_pro:h21_dma_pkt_scope:rep_3,Duplicate,baseline:deepseek_v4_pro:h21_dma_pkt_scope:rep_3:F-003,H21-031,Duplicate,Insufficient,Copy-paste bug in reglk_wrapper causes wrong register backup when locking address 2,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_dma_pkt_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_dma_pkt_scope\rep_3\tool_trace.jsonl,Duplicate finding,,,,,,,
E00038,deepseek_v4_pro,baseline,h21_dma_pkt_scope,3,baseline:deepseek_v4_pro:h21_dma_pkt_scope:rep_3,Duplicate,baseline:deepseek_v4_pro:h21_dma_pkt_scope:rep_3:F-004,H21-031,Duplicate,Insufficient,"Bit-width mismatch in acct_wrapper silently truncates access-control output, potentially granting unintended permissions",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_dma_pkt_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_dma_pkt_scope\rep_3\tool_trace.jsonl,Duplicate finding,,,,,,,
E00039,deepseek_v4_pro,baseline,h21_dma_pmp_expansion_scope,1,baseline:deepseek_v4_pro:h21_dma_pmp_expansion_scope:rep_1,Duplicate,baseline:deepseek_v4_pro:h21_dma_pmp_expansion_scope:rep_1:F2,H21-045,Duplicate,Sufficient,DMA Load Path: First checked address (highest offset) always bypasses PMP due to (pmp_check_ctr_reg == length_d) term,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_dma_pmp_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_dma_pmp_expansion_scope\rep_1\tool_trace.jsonl,Duplicate finding,,,,,,,
E00040,deepseek_v4_pro,baseline,h21_dma_pmp_expansion_scope,1,baseline:deepseek_v4_pro:h21_dma_pmp_expansion_scope:rep_1,Duplicate,baseline:deepseek_v4_pro:h21_dma_pmp_expansion_scope:rep_1:F3,H21-045,Duplicate,Sufficient,DMA Store Path: PMP checks are non-accumulating—only the last address (base) is validated,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_dma_pmp_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_dma_pmp_expansion_scope\rep_1\tool_trace.jsonl,Duplicate finding,,,,,,,
E00041,deepseek_v4_pro,baseline,h21_fuse_rng_rsa_expansion_scope,1,baseline:deepseek_v4_pro:h21_fuse_rng_rsa_expansion_scope:rep_1,Duplicate,baseline:deepseek_v4_pro:h21_fuse_rng_rsa_expansion_scope:rep_1:F-001,H21-046,Duplicate,Sufficient,Debug mode bypass of register locks in RNG wrapper allows unrestricted read/write of RNG seeds and polynomials,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_fuse_rng_rsa_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_fuse_rng_rsa_expansion_scope\rep_1\tool_trace.jsonl,Duplicate finding,,,,,,,
E00042,deepseek_v4_pro,baseline,h21_fuse_rng_rsa_expansion_scope,1,baseline:deepseek_v4_pro:h21_fuse_rng_rsa_expansion_scope:rep_1,FP_finding,baseline:deepseek_v4_pro:h21_fuse_rng_rsa_expansion_scope:rep_1:F-003,,FP,Unsupported,"Fuse memory outputs critical secrets (JTAG hash, HMAC key hashes) as un-gated combinatorial wires",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_fuse_rng_rsa_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_fuse_rng_rsa_expansion_scope\rep_1\tool_trace.jsonl,FP finding,,,,,,,
E00043,deepseek_v4_pro,baseline,h21_fuse_rng_rsa_expansion_scope,1,baseline:deepseek_v4_pro:h21_fuse_rng_rsa_expansion_scope:rep_1,Duplicate,baseline:deepseek_v4_pro:h21_fuse_rng_rsa_expansion_scope:rep_1:F-004,H21-046,Duplicate,Sufficient,"Top-level riscv_peripherals ORs external we_flag_1 signal with reglk_ctrl for peripheral 1, enabling external override of register lock",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_fuse_rng_rsa_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_fuse_rng_rsa_expansion_scope\rep_1\tool_trace.jsonl,Duplicate finding,,,,,,,
E00044,deepseek_v4_pro,baseline,h21_fuse_rng_rsa_expansion_scope,2,baseline:deepseek_v4_pro:h21_fuse_rng_rsa_expansion_scope:rep_2,FP_finding,baseline:deepseek_v4_pro:h21_fuse_rng_rsa_expansion_scope:rep_2:F-001,,FP,Unsupported,"fuse_mem module exposes all stored cryptographic secrets (HMAC keys, AES keys, SHA key, JTAG hash, access-control masks) via an unrestricted AXI read path with no access-control gating.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_fuse_rng_rsa_expansion_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_fuse_rng_rsa_expansion_scope\rep_2\tool_trace.jsonl,FP finding,,,,,,,
E00045,deepseek_v4_pro,baseline,h21_fuse_rng_rsa_expansion_scope,3,baseline:deepseek_v4_pro:h21_fuse_rng_rsa_expansion_scope:rep_3,FP_finding,baseline:deepseek_v4_pro:h21_fuse_rng_rsa_expansion_scope:rep_3:F-003,,FP,Unsupported,"Fuse memory (fuse_mem.sv) has no internal access control; any read request returns the full 256-bit JTAG hash, HMAC keys, AES keys, SHA keys, and access control data without authentication or authorization checks.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_fuse_rng_rsa_expansion_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_fuse_rng_rsa_expansion_scope\rep_3\tool_trace.jsonl,FP finding,,,,,,,
E00046,deepseek_v4_pro,baseline,h21_jtag_auth_expansion_scope,1,baseline:deepseek_v4_pro:h21_jtag_auth_expansion_scope:rep_1,FP_finding,baseline:deepseek_v4_pro:h21_jtag_auth_expansion_scope:rep_1:F1,,FP,Unsupported,"Hardcoded cryptographic secrets (AES/HMAC/SHA keys, access-control bitmaps, expected JTAG HMAC hash) stored as plain-text constants in RTL source fuse_mem.sv, exposing all security material to anyone with source access.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_jtag_auth_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_jtag_auth_expansion_scope\rep_1\tool_trace.jsonl,FP finding,,,,,,,
E00047,deepseek_v4_pro,baseline,h21_jtag_auth_expansion_scope,2,baseline:deepseek_v4_pro:h21_jtag_auth_expansion_scope:rep_2,FP_finding,baseline:deepseek_v4_pro:h21_jtag_auth_expansion_scope:rep_2:F2,,FP,Unsupported,"Hardcoded cryptographic secrets (AES keys, HMAC keys, JTAG hash, SHA key, access control matrices) exposed in plaintext in fuse_mem.sv RTL source code.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_jtag_auth_expansion_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_jtag_auth_expansion_scope\rep_2\tool_trace.jsonl,FP finding,,,,,,,
E00048,deepseek_v4_pro,baseline,h21_jtag_auth_expansion_scope,3,baseline:deepseek_v4_pro:h21_jtag_auth_expansion_scope:rep_3,Duplicate,baseline:deepseek_v4_pro:h21_jtag_auth_expansion_scope:rep_3:F-002,H21-053,Duplicate,Sufficient,"No rate limiting on DTM_PASS authentication attempts, enabling brute-force attacks against the HMAC-based password mechanism.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_jtag_auth_expansion_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_jtag_auth_expansion_scope\rep_3\tool_trace.jsonl,Duplicate finding,,,,,,,
E00049,deepseek_v4_pro,baseline,h21_jtag_auth_expansion_scope,3,baseline:deepseek_v4_pro:h21_jtag_auth_expansion_scope:rep_3,FP_finding,baseline:deepseek_v4_pro:h21_jtag_auth_expansion_scope:rep_3:F-003,,FP,Unsupported,"Hardcoded cryptographic secrets (HMAC keys, JTAG expected hash, AES/SHA keys) in RTL fuse_mem.sv expose sensitive key material in source code and synthesized netlist.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_jtag_auth_expansion_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h21_jtag_auth_expansion_scope\rep_3\tool_trace.jsonl,FP finding,,,,,,,
E00050,deepseek_v4_pro,baseline,h18_debug_jtag_scope,1,baseline:deepseek_v4_pro:h18_debug_jtag_scope:rep_1,FN_case,,H18-009,,,Incorrect password checking logic may weaken debug authentication guard.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00051,deepseek_v4_pro,baseline,h18_debug_jtag_scope,1,baseline:deepseek_v4_pro:h18_debug_jtag_scope:rep_1,FN_case,,H18-010,,,Checking only 31 of 32 password bits may make debug authentication incomplete.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00052,deepseek_v4_pro,baseline,h18_debug_jtag_scope,1,baseline:deepseek_v4_pro:h18_debug_jtag_scope:rep_1,FN_case,,H18-012,,,Password check state not resetting after success may leave residual debug authorization state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00053,deepseek_v4_pro,baseline,h18_debug_jtag_scope,2,baseline:deepseek_v4_pro:h18_debug_jtag_scope:rep_2,FN_case,,H18-009,,,Incorrect password checking logic may weaken debug authentication guard.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00054,deepseek_v4_pro,baseline,h18_debug_jtag_scope,2,baseline:deepseek_v4_pro:h18_debug_jtag_scope:rep_2,FN_case,,H18-010,,,Checking only 31 of 32 password bits may make debug authentication incomplete.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00055,deepseek_v4_pro,baseline,h18_debug_jtag_scope,2,baseline:deepseek_v4_pro:h18_debug_jtag_scope:rep_2,FN_case,,H18-012,,,Password check state not resetting after success may leave residual debug authorization state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00056,deepseek_v4_pro,baseline,h18_debug_jtag_scope,3,baseline:deepseek_v4_pro:h18_debug_jtag_scope:rep_3,FN_case,,H18-009,,,Incorrect password checking logic may weaken debug authentication guard.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00057,deepseek_v4_pro,baseline,h18_debug_jtag_scope,3,baseline:deepseek_v4_pro:h18_debug_jtag_scope:rep_3,FN_case,,H18-010,,,Checking only 31 of 32 password bits may make debug authentication incomplete.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00058,deepseek_v4_pro,baseline,h18_debug_jtag_scope,3,baseline:deepseek_v4_pro:h18_debug_jtag_scope:rep_3,FN_case,,H18-012,,,Password check state not resetting after success may leave residual debug authorization state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_debug_jtag_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00059,deepseek_v4_pro,baseline,h18_fc_core_security_scope,2,baseline:deepseek_v4_pro:h18_fc_core_security_scope:rep_2,FN_case,,H18-017,,,Memory-mapped register file allowing code injection may expose writable resource paths affecting execution.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00060,deepseek_v4_pro,baseline,h18_fc_core_security_scope,2,baseline:deepseek_v4_pro:h18_fc_core_security_scope:rep_2,FN_case,,H18-027,,,Secure mode not required for interrupt register writes may omit security state from protected register mediation.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_fc_core_security_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00061,deepseek_v4_pro,baseline,h18_gpio_apb_scope,1,baseline:deepseek_v4_pro:h18_gpio_apb_scope:rep_1,FN_case,,H18-001,,,Address range overlap may create unintended access path to a protected SoC resource.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00062,deepseek_v4_pro,baseline,h18_gpio_apb_scope,1,baseline:deepseek_v4_pro:h18_gpio_apb_scope:rep_1,FN_case,,H18-005,,,Reset clearing GPIO lock state may break expected persistence of protection state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00063,deepseek_v4_pro,baseline,h18_gpio_apb_scope,1,baseline:deepseek_v4_pro:h18_gpio_apb_scope:rep_1,FN_case,,H18-006,,,APB address range issue may create memory aliasing and unintended access paths.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00064,deepseek_v4_pro,baseline,h18_gpio_apb_scope,1,baseline:deepseek_v4_pro:h18_gpio_apb_scope:rep_1,FN_case,,H18-008,,,"Address overlap among GPIO, SPI, and SoC control peripherals may break isolation boundaries.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00065,deepseek_v4_pro,baseline,h18_gpio_apb_scope,2,baseline:deepseek_v4_pro:h18_gpio_apb_scope:rep_2,FN_case,,H18-001,,,Address range overlap may create unintended access path to a protected SoC resource.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00066,deepseek_v4_pro,baseline,h18_gpio_apb_scope,2,baseline:deepseek_v4_pro:h18_gpio_apb_scope:rep_2,FN_case,,H18-006,,,APB address range issue may create memory aliasing and unintended access paths.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00067,deepseek_v4_pro,baseline,h18_gpio_apb_scope,3,baseline:deepseek_v4_pro:h18_gpio_apb_scope:rep_3,FN_case,,H18-001,,,Address range overlap may create unintended access path to a protected SoC resource.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00068,deepseek_v4_pro,baseline,h18_gpio_apb_scope,3,baseline:deepseek_v4_pro:h18_gpio_apb_scope:rep_3,FN_case,,H18-004,,,"GPIO lock control register may be writable by software, weakening protection of locked resources.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00069,deepseek_v4_pro,baseline,h18_gpio_apb_scope,3,baseline:deepseek_v4_pro:h18_gpio_apb_scope:rep_3,FN_case,,H18-006,,,APB address range issue may create memory aliasing and unintended access paths.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00070,deepseek_v4_pro,baseline,h18_gpio_apb_scope,3,baseline:deepseek_v4_pro:h18_gpio_apb_scope:rep_3,FN_case,,H18-008,,,"Address overlap among GPIO, SPI, and SoC control peripherals may break isolation boundaries.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h18_gpio_apb_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00071,deepseek_v4_pro,baseline,h19_access_control_fabric_scope,1,baseline:deepseek_v4_pro:h19_access_control_fabric_scope:rep_1,FN_case,,H19-001,,,CLINT access-control entry can grant PLIC connectivity,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h19_access_control_fabric_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h19_access_control_fabric_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00072,deepseek_v4_pro,baseline,h19_access_control_fabric_scope,2,baseline:deepseek_v4_pro:h19_access_control_fabric_scope:rep_2,FN_case,,H19-001,,,CLINT access-control entry can grant PLIC connectivity,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h19_access_control_fabric_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h19_access_control_fabric_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
E00073,deepseek_v4_pro,baseline,h19_aes_rom2_security_scope,1,baseline:deepseek_v4_pro:h19_aes_rom2_security_scope:rep_1,FN_case,,H19-010,,,AES key words are readable through the AES register interface,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h19_aes_rom2_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\deepseek_v4_pro\h19_aes_rom2_security_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run,,,,,,,
