model_family,method_name,input_scope,repetition,matched_case_id,detection_match,representative_finding_uid,duplicate_count,fp_count,example_summaries
claude_sonnet_4-6,ours_chain_context,h19_debug_jtag_scope,1,,FP,ours_chain_context:claude_sonnet_4-6:h19_debug_jtag_scope:rep_1:F-001,0,55,"The rom2 secure register storing cryptographic keys and access-control permissions allows unrestricted software-initiated writes via the AXI bus, enabling any bus master to overwrite key material and access-control policies at runtime without any privilege check or lock mechanism.
---
Disabled peripheral interfaces (SPI and Ethernet) are hardwired to return RESP_SLVERR with a fixed 0xdeadbeef read data payload and unconditionally assert ready/valid signals, providing no access control and leaking a recognizable sentinel value on all reads.
---
Sensitive key material from rom2 secure registers is written back to rdata_o without access control, and the secure_reg contents (including JTAG and AES keys) are exposed via rdata_o which is readable by any AXI bus master through the rom2_fuse peripheral interface.
---
ROM2 module exposes cryptographic keys and access-control credentials via an unprotected write path: any bus master can overwrite secure_reg contents through the AXI bus without privilege or authentication checks, and the full secure_reg array (including JTAG and AES keys) is also exposed as a plaintext output port.
---
A ROM module storing sensitive security keys accepts a write-data input (wdata_i) connected from an AXI bus bridge with no write-protection guard, allowing potential writes to a memory that should be read-only."
claude_sonnet_4-6,ours_chain_context,h19_debug_jtag_scope,1,H19-005,Duplicate,ours_chain_context:claude_sonnet_4-6:h19_debug_jtag_scope:rep_1:F-042,7,0,"The debug module's dmstatus.authenticated field is hardwired to 1'b1, meaning authentication is permanently bypassed. Any debugger can access all debug CSR operations without any authentication check.
---
The dmcontrol register fields clrresethaltreq, setresethaltreq, hartreset, and hasel are unconditionally forced to zero every combinational cycle, preventing the debugger from ever exercising halt-on-reset functionality, but more critically the authenticated bit in dmstatus is hardwired to 1'b1 with no actual authentication mechanism, meaning any DMI requestor is permanently treated as authenticated regardless of privilege.
---
The debug module's dmstatus.authenticated is hardwired to 1'b1 unconditionally, meaning no authentication is ever required to access debug functionality including halt, resume, memory access, and program buffer execution.
---
The dm_csrs module hardcodes dmstatus.authenticated = 1'b1, meaning the debug module always reports itself as authenticated regardless of any actual authentication mechanism, allowing unrestricted debug access to all hart control and memory operations.
---
dmstatus.authenticated is hardwired to 1'b1 with no authentication implementation, allowing any DMI requester unconditional access to all debug CSR operations without any privilege or authentication check."
claude_sonnet_4-6,ours_chain_context,h19_debug_jtag_scope,1,H19-005,TP,ours_chain_context:claude_sonnet_4-6:h19_debug_jtag_scope:rep_1:F-018,0,0,"The debug module interface (DMI) request path lacks authentication or privilege enforcement: dmi_req_valid_i is accepted directly from either the SimDTM or JTAG path with only a MUX select controlled by a simulation plusarg, and the dm_csrs module processes all valid requests without any authentication check (dmstatus.authenticated is hardwired to 1)."
claude_sonnet_4-6,ours_chain_context,h19_debug_jtag_scope,1,H19-047,TP,ours_chain_context:claude_sonnet_4-6:h19_debug_jtag_scope:rep_1:F-009,0,0,"The rom2 secure register storing keys and access-control configurations is writable at runtime via an unauthenticated AXI write path, allowing any bus master to overwrite JTAG keys and peripheral access-control permissions without any privilege or lock check."
claude_sonnet_4-6,ours_chain_context,h19_debug_jtag_scope,1,H19-048,Duplicate,ours_chain_context:claude_sonnet_4-6:h19_debug_jtag_scope:rep_1:F-069,1,0,"The JTAG authentication check in dmi_jtag uses a combinational pass_chk signal to set umode_o (processor mode), and the dmi_rst_no hard reset output is unconditionally tied to rst_ni, meaning a system reset does not revoke authenticated JTAG state or enforce re-authentication. Additionally, the jtag_key is sourced from a ROM register read in the testbench peripherals module and passed in plaintext to the dmi_jtag module, where the authentication logic controls elevation to machine mode via umode_o."
claude_sonnet_4-6,ours_chain_context,h19_debug_jtag_scope,1,H19-048,TP,ours_chain_context:claude_sonnet_4-6:h19_debug_jtag_scope:rep_1:F-021,0,0,"The dmi_jtag module exposes a `umode_o` output that sets the processor to machine mode, and the JTAG interface is instantiated in the testharness with a `jtag_key` parameter but no evidence of authentication or privilege guard on the JTAG debug access path is present in the source snippets."
claude_sonnet_4-6,ours_chain_context,h19_debug_jtag_scope,1,H19-049,TP,ours_chain_context:claude_sonnet_4-6:h19_debug_jtag_scope:rep_1:F-071,0,0,"The JTAG password check (`pass_chk`) used to gate privileged mode (`umode_o`) is persistently stored as a combinational signal that is never reset on JTAG reset (trst_ni), allowing a once-authenticated attacker to retain elevated privileges across JTAG resets. Additionally, the password check logic has a combinational flaw where `pass_chk` is a combinational (not registered) signal that can be set in the same always_comb block where it is also read, creating an order-dependent evaluation. Furthermore, the entire privilege escalation check is based solely on a 32-bit password comparison with no replay protection."
claude_sonnet_4-6,ours_chain_context,h19_debug_jtag_scope,1,H19-050,Duplicate,ours_chain_context:claude_sonnet_4-6:h19_debug_jtag_scope:rep_1:F-024,2,0,"The JTAG authentication password register 'pass' is only loaded on reset (active-low rst_ni=0), not on normal operation. The password check (pass_chk) is implemented as a combinational signal that is never persistently stored — it is set to 1'b1 inside an always_comb block during a DTM_PASS operation but immediately overwritten by the default assignment at the top of the same block on the next evaluation cycle. Additionally, the secret key stored in rom2 is writable via AXI bus without any access control enforcement.
---
The rom2 module stores cryptographic keys and access-control registers in a secure_reg output port that is directly writable by any bus master via an unauthenticated write path, and the same secure_reg values are exposed unguarded as rdata_o readable by any bus initiator. Additionally, secure_reg is reset to plaintext key values on every deassertion of rst_ni, and a non-debug reset (ndmreset_n) can trigger this reload."
claude_sonnet_4-6,ours_chain_context,h19_debug_jtag_scope,1,H19-050,TP,ours_chain_context:claude_sonnet_4-6:h19_debug_jtag_scope:rep_1:F-003,0,0,"The JTAG authentication password register 'pass' is only loaded on reset (active-low reset deasserted), not during normal operation. Furthermore, pass_chk is a combinational variable that loses its state every clock cycle, meaning authentication can never persist. The secure key is also fully readable via the rom2 secure_reg output port without any access control, and the ROM2 allows arbitrary writes to key registers through the AXI interface."
claude_sonnet_4-6,ours_chain_context,h19_debug_jtag_scope,1,H19-051,Duplicate,ours_chain_context:claude_sonnet_4-6:h19_debug_jtag_scope:rep_1:F-070,1,0,"The pass_chk register controlling umode_o (machine-mode privilege) is never reset on JTAG test_logic_reset or trst_ni, and the password check mechanism can be bypassed due to a logic flaw where pass_chk is set and then state_d is immediately overwritten to Idle without enforcing the check properly, allowing privilege escalation via the JTAG debug interface."
claude_sonnet_4-6,ours_chain_context,h19_debug_jtag_scope,1,H19-051,TP,ours_chain_context:claude_sonnet_4-6:h19_debug_jtag_scope:rep_1:F-063,0,0,"The JTAG password authentication in dmi_jtag is bypassable: pass_chk is a combinational signal that is never registered, and the password check logic has a bug where state_d is first set to Read then immediately overwritten to Idle within the same always_comb block, meaning the password comparison result in pass_chk is never persistently stored, yet umode_o is driven based on the volatile combinational value of pass_chk. Additionally, pass_chk is not reset on TRST_n assertion, so there is no secure lifecycle management of the authentication state."
claude_sonnet_4-6,ours_chain_context,h19_debug_jtag_scope,1,H19-054,TP,ours_chain_context:claude_sonnet_4-6:h19_debug_jtag_scope:rep_1:F-006,0,0,"rom2 allows unrestricted write access to secure key registers (secure_reg) via the we_i input, and exposes the entire secure_reg array as an output port with no access control, enabling both overwrite and readback of cryptographic keys including JTAG keys and AES keys."
claude_sonnet_4-6,ours_chain_context,h19_debug_jtag_scope,1,H19-056,Duplicate,ours_chain_context:claude_sonnet_4-6:h19_debug_jtag_scope:rep_1:F-047,1,0,"The dm_csrs module sets dmstatus.authenticated unconditionally to 1'b1, meaning the debug module never enforces authentication. Any DMI request reaching dm_csrs is treated as fully authenticated, bypassing any authentication gate that should control access to debug operations such as halting harts, issuing abstract commands, and triggering ndmreset."
claude_sonnet_4-6,ours_chain_context,h19_debug_jtag_scope,1,H19-056,TP,ours_chain_context:claude_sonnet_4-6:h19_debug_jtag_scope:rep_1:F-045,0,0,"The debug module's dmactive bit is the sole gating control for resetting all debug CSRs, but dmactive itself is writable through the DMI interface without any authentication or privilege check. The dmstatus register hardcodes authenticated=1 unconditionally, meaning any JTAG/DMI access is treated as fully authenticated, allowing an unauthenticated attacker to set or clear dmactive and thereby control hart halting, resuming, ndmreset, and abstract command execution."
claude_sonnet_4-6,ours_chain_context,h19_jtag_debug_expansion_scope,1,,FP,ours_chain_context:claude_sonnet_4-6:h19_jtag_debug_expansion_scope:rep_1:F-001,0,76,"The rom2 module allows unrestricted AXI-bus writes to overwrite key material stored in secure_reg, including JTAG authentication keys and access-control registers, with no privilege or lock check guarding the write path.
---
Disabled peripherals (SPI and Ethernet) return hardcoded sentinel data 0xdeadbeef on read channels and always accept transactions with SLVERR, with no access gating — any master can read and the response data leaks a fixed magic value rather than being suppressed or zeroed.
---
Disabled peripheral stubs (SPI and Ethernet) respond to all AXI transactions immediately with ready=1 and return 'hdeadbeef as read data, silently accepting all writes and leaking a fixed sentinel value on reads, with no access control or error gating beyond a SLVERR response code.
---
The JTAG authentication `pass` register is only loaded from `jtag_key` during reset (active-low reset asserted), and `pass_chk` is a combinational variable that is never registered, meaning the authentication state is lost every clock cycle and the password check can be trivially bypassed or is functionally broken.
---
The rom2 module allows unrestricted write access to its secure_reg (key store) via the we_i interface, and on reset unconditionally copies all keys including the JTAG authentication key from the fuse-like mem array into the readable/writable secure_reg, which is then exposed as an output port and forwarded to dmi_jtag as the authentication credential."
claude_sonnet_4-6,ours_chain_context,h19_jtag_debug_expansion_scope,1,H19-052,Duplicate,ours_chain_context:claude_sonnet_4-6:h19_jtag_debug_expansion_scope:rep_1:F-077,1,0,"The test_logic_reset_o signal is driven purely by the JTAG TAP FSM combinatorial state (TestLogicReset state) with no hardware authentication or privilege check. The TestLogicReset state resets all IR and DR registers, including resetting the IR to IDCODE and clearing dtmcs state. The JTAG reset path is entirely unauthenticated and can be triggered by any entity with physical or logical TMS access, with no lock or permission guard."
claude_sonnet_4-6,ours_chain_context,h19_jtag_debug_expansion_scope,1,H19-052,TP,ours_chain_context:claude_sonnet_4-6:h19_jtag_debug_expansion_scope:rep_1:F-075,0,0,"dmi_reset_o is driven directly from dtmcs_q.dmireset without any authentication, privilege, or lifecycle guard, allowing any JTAG user who can shift the DTMCSR register to assert a DMI reset."
claude_sonnet_4-6,ours_chain_context,h21_access_lock_scope,1,,FP,ours_chain_context:claude_sonnet_4-6:h21_access_lock_scope:rep_1:F-001,0,46,"The acct_wrapper module forces access-control bits to 1 via we_flag regardless of privilege level or lock state, allowing a write-flag bypass to unconditionally grant permissions for peripheral index 0 to all access levels.
---
In hmac_wrapper, when debug_mode_i is asserted, the HMAC key (key0) and okey_hash are zeroed out rather than being protected, effectively bypassing the cryptographic key protection and allowing an attacker with debug mode access to force known-zero keys into HMAC operations.
---
The HMAC wrapper zeroes out the cryptographic key when debug_mode_i is asserted, leaking the key state and weakening HMAC security during debug sessions. Additionally, the en signal in hmac_wrapper is derived from en_acct AND acct_ctrl_i, but the write-path register assignments (data[], startHash, newMessage) only check 'en && we' without also verifying the reglk_ctrl_i lock bits for write protection, unlike the read path which applies reglk guards.
---
AXI protection bits (aw.prot and ar.prot) are permanently tied to zero when driving the HMAC wrapper, disabling AXI bus-level privilege/security/instruction-type protection signaling.
---
In debug_mode, the HMAC key and okey_hash are zeroed out in the combinational assignment, but the ikey_hash is not zeroed, allowing potential key material leakage via ikey_hash readback. Additionally, the reset condition uses a non-standard composite reset `~(rst_ni && ~rst_4)` that could allow unexpected reset behavior, and critically, the read-side register lock (`reglk_ctrl_i[4]`) is missing for the hash output registers, leaving hash output readable without a lock bit guard."
claude_sonnet_4-6,ours_chain_context,h21_access_lock_scope,1,H21-035,Duplicate,ours_chain_context:claude_sonnet_4-6:h21_access_lock_scope:rep_1:F-014,5,0,"HMAC key material (key0) is zeroed out when debug_mode_i is asserted, but the key register itself remains unprotected by reglk_ctrl during reset, and the key write path lacks a reglk guard bit for the key registers (key0), allowing key registers to be written without lock protection. Additionally, when debug_mode_i is active, both the key and okey_hash are forced to zero but the ikey_hash is not zeroed, creating an inconsistency. The key write path in hmac_wrapper also does not use reglk_ctrl_i to gate writes to the key0 registers.
---
On reset, the reglk_wrapper initializes all register-lock control memory (reglk_mem) to 0x0, which means all protection bits are cleared (unlocked) after reset. Downstream peripherals (hmac_wrapper, acct_wrapper, pkt_wrapper) rely on these lock values to guard writes to sensitive registers. A reset event therefore temporarily removes all register-lock protections across all peripherals.
---
The reglk_wrapper reset condition includes jtag_unlock as a reset trigger, allowing JTAG to clear all register-lock values (reglk_mem) to zero, effectively disabling all peripheral access controls and register locks system-wide.
---
The reglk_wrapper resets all register-lock values to 0 (unlocked) whenever jtag_unlock is asserted, allowing a JTAG-triggered reset to clear all peripheral access protections enforced by reglk_ctrl_o.
---
The reglk_wrapper reset condition includes jtag_unlock as a reset trigger, allowing JTAG to clear all register-lock (reglk_mem) values to zero, which disables all peripheral access locks and exposes protected resources."
claude_sonnet_4-6,ours_chain_context,h21_access_lock_scope,1,H21-035,TP,ours_chain_context:claude_sonnet_4-6:h21_access_lock_scope:rep_1:F-006,0,0,"On reset, acct_mem (access control table) is initialized to 0xFFFFFFFF (all-ones/all-access-granted), and reglk_mem (register lock table) is initialized to 0x0 (all-unlocked). Both conditions expose a window where all permissions are either fully open or fully unlocked immediately after reset, before software re-configures the registers."
claude_sonnet_4-6,ours_chain_context,h21_access_lock_scope,1,H21-042,Duplicate,ours_chain_context:claude_sonnet_4-6:h21_access_lock_scope:rep_1:F-003,2,0,"The acct_wrapper reset logic initializes acct_mem to 0xFFFFFFFF (all-permissive) on reset, and the read-lock bits used differ from the write-lock bits, creating an asymmetry where different reglk_ctrl bits guard reads versus writes for the same memory entries. Additionally, the acc_ctrl_o output permanently ORs in the we_flag signal to the lowest access-control entry, allowing a hardware flag to bypass the stored access-control values.
---
The acct_wrapper reset condition uses a logical OR of rst_ni and rst_6, meaning assertion of either signal independently triggers a full reset of the access-control memory (acct_mem) to all-ones (0xFFFFFFFF). Because rst_6 is a separate, software/peripheral-controllable reset signal distinct from the system reset rst_ni, an attacker or privileged software with access to the reset controller can force acct_mem to the all-ones state, which maximally permissive value is then directly forwarded as acc_ctrl_o to the system access-control logic."
claude_sonnet_4-6,ours_chain_context,h21_access_lock_scope,1,H21-042,TP,ours_chain_context:claude_sonnet_4-6:h21_access_lock_scope:rep_1:F-002,0,0,"The acct_wrapper reset logic initializes acct_mem to all 0xFFFFFFFF (fully permissive) on reset, and the acc_ctrl_o output unconditionally ORs we_flag into the lowest access-control word, allowing external we_flag input to force permission bits open regardless of the stored access-control values."
claude_sonnet_4-6,ours_chain_context,h21_access_lock_scope,1,H21-048,TP,ours_chain_context:claude_sonnet_4-6:h21_access_lock_scope:rep_1:F-048,0,0,"The jtag_unlock signal unconditionally resets all reglk_mem lock registers to zero, effectively clearing all peripheral register-lock protections whenever JTAG unlock is asserted, bypassing the intended software-controlled lock state."
claude_sonnet_4-6,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,,FP,ours_chain_context:claude_sonnet_4-6:h21_access_reglock_reset_expansion_scope:rep_1:F-001,0,45,"The acct_wrapper reset handler initializes acct_mem to all-ones (0xFFFFFFFF), which sets all access control permission bits to fully permissive on reset, rather than a secure default of all-zeros.
---
The acct_wrapper module resets acct_mem to 0xFFFFFFFF (all-access-permitted) on reset, and the acc_ctrl_o output unconditionally ORs a we_flag into the lowest permission bits, potentially bypassing access control restrictions.
---
The acct_wrapper module resets acct_mem to all-ones (0xffffffff) on reset, which initializes access control entries to a fully permissive state. Additionally, the reset condition uses a compound expression (~(rst_ni && ~rst_6)) that could allow rst_6 to trigger a reset and restore the permissive default state, potentially bypassing locked access control entries.
---
The acct_wrapper reset handler initializes acct_mem to all-ones (0xFFFFFFFF) on reset, which sets all access control bits to fully permissive. A software-triggered reset via rst_6 (from rst_wrapper) can restore this open-access state, effectively bypassing any previously locked access control configuration.
---
The acct_wrapper resets all acct_mem entries to 0xFFFFFFFF (fully permissive) on both rst_ni deassertion and rst_6 assertion, and the read-lock bits in reglk_ctrl used to gate acct_mem readback are misaligned with the write-lock bits, creating a window where access-control state is fully open after any reset and where the lock-bit indices used for reads differ from those used for writes, potentially allowing unauthorized reads or writes of access-control table entries."
claude_sonnet_4-6,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,H21-072,TP,ours_chain_context:claude_sonnet_4-6:h21_access_reglock_reset_expansion_scope:rep_1:F-047,0,0,"The reglk_wrapper reset condition uses a disjunction of rst_ni, jtag_unlock, and rst_9, meaning any one of these signals alone is sufficient to clear all register-lock memory. Specifically, asserting rst_9 (the REGLK-specific reset from rst_wrapper) without any authentication check clears all reglk_mem entries to zero, effectively unlocking all peripheral access controls."
claude_sonnet_4-6,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,H21-076,Duplicate,ours_chain_context:claude_sonnet_4-6:h21_access_reglock_reset_expansion_scope:rep_1:F-018,2,0,"The reglk_mem register lock array is unconditionally cleared to zero on reset when jtag_unlock is asserted, effectively bypassing all register lock protections and exposing the lock state as a JTAG-controlled bypass.
---
The reglk_wrapper reset condition uses jtag_unlock as a reset trigger that clears all register-lock memory (reglk_mem) to zero, which effectively unlocks all peripheral register protections when JTAG asserts jtag_unlock. This means an attacker with JTAG access can bypass all register-lock protections by asserting jtag_unlock, resetting the lock state to unlocked (all zeros)."
claude_sonnet_4-6,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,H21-076,TP,ours_chain_context:claude_sonnet_4-6:h21_access_reglock_reset_expansion_scope:rep_1:F-004,0,0,"The reglk_wrapper read-side access control uses only reglk_ctrl[0] for all six register slots (indices 0-5), meaning a single lock bit gates all register lock memory reads. More critically, the acct_wrapper uses different reglk_ctrl bits for different address ranges but those bits are drawn from the same reglk_ctrl_i input that is also controlled by the reglk_wrapper itself, and the rst_wrapper read path only checks reglk_ctrl_i[0] for the single readable register. The core vulnerability is in reglk_wrapper: all reglk_mem[0..5] reads are protected solely by reglk_ctrl[0] (bit 0 of reglk_ctrl_i), so if bit 0 is not set, all six lock-control memory slots are readable regardless of any per-register intent. There is no privilege check, no acct_ctrl check, and no debug_mode check on the reglk read path, unlike rst_wrapper which at least accepts those inputs."
claude_sonnet_4-6,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,H21-077,TP,ours_chain_context:claude_sonnet_4-6:h21_access_reglock_reset_expansion_scope:rep_1:F-043,0,0,"The rst_wrapper module accepts reglk_ctrl_i as a register-lock input but the source snippets show that rst_wrapper uses reglk_ctrl_i purely as an input port (SNIP-0011) and the write-side logic in acct_wrapper uses inconsistent bit indices from reglk_ctrl for write-lock vs. read-lock (different bits gate writes versus reads for the same memory regions). More critically, the acct_wrapper reset behavior initializes acct_mem to 0xFFFFFFFF (all-ones, i.e., all access granted) rather than a secure default of all-zeros, and the reglk_ctrl lock bits that protect acct_mem writes use different bit positions than those protecting reads of the same entries, meaning a partial bypass of the lock is possible: a bit that allows a read can be set while a different bit gates writes, and vice versa."
claude_sonnet_4-6,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,H21-081,TP,ours_chain_context:claude_sonnet_4-6:h21_access_reglock_reset_expansion_scope:rep_1:F-048,0,0,"The rst_wrapper module allows write access to rst_mem (which controls hardware resets for AES, SHA256, HMAC, UART, DMA, and other security-critical peripherals) without checking the acct_ctrl_i (access control) or reglk_ctrl_i (register lock) inputs before committing the reset. The reset values are driven directly from rst_mem contents on every clock, with no privilege or lock enforcement gating writes to rst_mem visible in the provided snippets."
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,1,,FP,ours_chain_context:claude_sonnet_4-6:h21_crypto_security_scope:rep_1:F-001,0,72,"On reset (rst_ni deasserted or rst_6 asserted), the acct_wrapper initializes all acct_mem entries to 0xFFFFFFFF, granting full access to all peripherals from the moment reset is released, before any authorized configuration can be written.
---
On reset, the acct_wrapper initializes all acct_mem entries to 0xFFFFFFFF (all-ones), which grants maximum access permissions to all peripherals. This means that immediately after reset and before any privileged software programs the access control table, every privilege level has full access to all protected peripherals (AES, HMAC, SHA256, reglk, etc.).
---
AXI protection field (aw.prot and ar.prot) is hardwired to zero when driving the ACCT (Access Control) wrapper, stripping privilege/security/instruction-type information from all transactions before they reach the access-control decision logic.
---
The acct_wrapper module resets acct_mem to 0xFFFFFFFF (all-ones/permissive) on reset, and the acc_ctrl_o output unconditionally ORs the we_flag bitmask into the lowest access-control word, potentially bypassing lock protection. Additionally, the acct_wrapper receives only 8 bits of reglk_ctrl_i but internally uses a 16-bit reglk_ctrl, and the read/write guards use bit indices (e.g., reglk_ctrl[13]) that exceed the 8-bit input width, meaning those guard bits are always zero (unlocked).
---
The acct_wrapper reset logic initializes acct_mem to all-ones (0xFFFFFFFF) on reset, which sets all access control entries to fully permissive values. When rst_6 is asserted (a module-specific reset separate from the system rst_ni), the acct_mem is reset to 0xFFFFFFFF, granting maximum access to all peripherals. This means any reset event on rst_6 restores unrestricted access control state, bypassing whatever restrictions were previously programmed."
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,1,H21-013,TP,ours_chain_context:claude_sonnet_4-6:h21_crypto_security_scope:rep_1:F-041,0,0,"In aes2_wrapper, the AES key registers (key0, key1, key2) are zeroed out when debug_mode_i is asserted, leaking the fact that debug mode bypasses key confidentiality by forcing cii_K0/K1/K2 to 0 rather than blocking readback. More critically, the key write-protection logic uses reglk_ctrl_i bits to guard writes, but aes2_wrapper has only 4-element key arrays (key0[0:3]) while the write-guard checks use reglk_ctrl_i bit indices that are also used by aes0_wrapper for a 6-element key (key0[0:5]). Additionally, the debug_mode_i signal directly zeroes the key material fed to the AES cipher core without any privilege or authentication check on debug_mode_i itself, meaning any assertion of debug_mode_i (e.g., from a JTAG debug session) suppresses key material used in live encryption."
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,1,H21-047,Duplicate,ours_chain_context:claude_sonnet_4-6:h21_crypto_security_scope:rep_1:F-014,6,0,"AES key register key2 (key_big2) is not zeroed when debug_mode_i is asserted, unlike key0 and key1, allowing debug mode to read back the AES-192 key material from key2.
---
AES key material (key0, key1) in aes0_wrapper is protected by reglk_ctrl_i[5], but key2 registers share the same lock bit. More critically, key_sel (a 2-bit register at line 36) is declared as an internal signal but no write case or lock guard for it appears in the register write block, meaning it is never written through the locked register path at all — leaving key selection unprotected. Additionally, key_big2 is assembled from key2 without the debug_mode_i zeroing guard that is applied to key_big0 and key_big1, allowing key2 material to be exposed even in debug mode.
---
AES key material (key2) is not protected by debug_mode_i zeroing, unlike key0 and key1. In aes0_wrapper, key_big0 and key_big1 are zeroed when debug_mode_i is asserted, but key_big2 (derived from key2) is unconditionally exposed. Additionally, key2 registers can be written through wdata when reglk_ctrl_i[5] is not set, and there is no debug mode write-protection either.
---
AES1 wrapper passes reglk_ctrl to the AES1 core without the 'we_flag' OR-mask that AES0 wrapper receives, creating an inconsistent lock protection. Additionally, key material (key_reg0, key_reg1, key_reg2) can be read back via the rdata path when reglk_ctrl_i[2] is not set, and debug_mode_i zeroes only core_key0 and core_key2 while leaving core_key1 always exposed to the AES core regardless of debug mode.
---
In aes2_wrapper, the key selection register key_sel is used to select which AES key (key0, key1, key2) feeds the cipher, but unlike key0/key1/key2 themselves, the key_sel register has no reglk_ctrl_i lock bit guard on writes. Additionally, the key registers are zeroed out in debug_mode_i, but key_sel is not cleared, meaning an attacker in debug mode could pre-program key_sel to redirect key selection after debug mode exits."
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,1,H21-047,TP,ours_chain_context:claude_sonnet_4-6:h21_crypto_security_scope:rep_1:F-011,0,0,"AES key material (key0, key1, key2) in aes0_wrapper is only protected against writes by reglk_ctrl_i[5], but key_big2 (derived from key2) is exposed unconditionally in debug mode: key_big0 and key_big1 are zeroed when debug_mode_i is asserted, but key_big2 is always output without any debug_mode_i guard, leaking key2 contents in debug mode."
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,1,H21-060,TP,ours_chain_context:claude_sonnet_4-6:h21_crypto_security_scope:rep_1:F-040,0,0,"The read-side default case in aes2_wrapper exposes key material (key0 registers) without any reglk_ctrl guard, allowing unauthorized readback of AES key data when an unrecognized address is accessed."
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,1,H21-075,Duplicate,ours_chain_context:claude_sonnet_4-6:h21_crypto_security_scope:rep_1:F-055,1,0,"In hmac_wrapper, the HMAC key is zeroed when debug_mode_i is asserted, and key_hash_bypass exists as an internal signal with no reglk_ctrl guard. Additionally, the ikey_hash assignment (line 55) does NOT apply the debug_mode_i zeroing, creating an asymmetric debug-mode erasure that may leave inner key hash bytes exposed. More critically, the key assignment on line 54 zeroes the key in debug mode but ikey_hash on line 55 does not, meaning debug mode partially bypasses key protection."
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,1,H21-075,TP,ours_chain_context:claude_sonnet_4-6:h21_crypto_security_scope:rep_1:F-051,0,0,"The HMAC wrapper's ikey_hash_bytes signal is not protected by debug_mode_i zeroing, unlike key and okey_hash, allowing the inner key hash bytes to be read back without debug mode suppression. Additionally, the hash output (256-bit HMAC result) has no reglk_ctrl_i or debug_mode_i guard on its readback path, enabling sensitive hash output disclosure."
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,1,H21-080,Duplicate,ours_chain_context:claude_sonnet_4-6:h21_crypto_security_scope:rep_1:F-024,1,0,"In aes1_wrapper, block_we is derived purely from address range comparison without checking reglk_ctrl_i, and the block register write path uses reglk_ctrl_i[5] as the lock bit — but the key write enables (key_we0/1/2) also use no reglk check in the enable signal itself. More critically, the block_we signal is a pure combinational decode of the address with no privilege or lock guard in its definition, and key_reg1 reads back without any reglk protection."
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,1,H21-080,TP,ours_chain_context:claude_sonnet_4-6:h21_crypto_security_scope:rep_1:F-005,0,0,"In aes1_wrapper, key_reg1 readback is not protected by reglk_ctrl_i: key_reg0 and key_reg2 are zeroed when the lock bit is set, but key_reg1 is always returned in plaintext regardless of the lock state, allowing unauthorized readback of a secret AES key."
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,1,H21-098,Duplicate,ours_chain_context:claude_sonnet_4-6:h21_crypto_security_scope:rep_1:F-028,2,0,"core_key1 is assigned without the debug_mode_i guard that protects core_key0 and core_key2, allowing key material from key_reg1 to leak to the AES core even in debug mode.
---
In aes1_wrapper, core_key1 is assigned the raw key register contents without any debug_mode_i zeroing guard, unlike core_key0 and core_key2 which are masked when debug_mode_i is asserted. This asymmetric protection allows key material from key_reg1 to leak to the AES core even when the CPU is in debug mode."
claude_sonnet_4-6,ours_chain_context,h21_crypto_security_scope,1,H21-098,TP,ours_chain_context:claude_sonnet_4-6:h21_crypto_security_scope:rep_1:F-027,0,0,"In aes1_wrapper, core_key1 is assembled from key_reg1 without any debug_mode_i zeroing guard, unlike core_key0 and core_key2 which are zeroed when debug_mode_i is asserted. This asymmetry allows the AES key slot 1 material to leak to the AES core during debug mode."
