finding_uid,model_family,method_name,input_scope,repetition,run_id,final_answer_path,finding_id,model_reported_status,summary,vulnerability_category,affected_locations,claimed_files,claimed_modules,claimed_signals_or_registers,evidence_items,reasoning_summary,security_impact,confidence,uncertainty_or_missing_evidence,matched_case_id,detection_match,duplicate_of_finding_uid,evidence_quality,review_notes
proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_1:F6,deepseek_v4_pro,proposed,h19_debug_jtag_scope,1,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_debug_jtag_scope\rep_1\final_answer.json,F6,confirmed_finding,"No authentication is required before halting a hart, enabling full system takeover.",issue halt request / hart (debug_mode_o) / permission-related RTL security issue,"src/debug/dm_csrs.sv
src/debug/dm_csrs.sv",src/debug/dm_csrs.sv,,,"src/debug/dm_csrs.sv | unknown
src/debug/dm_csrs.sv | unknown",Subject: external debugger via DMI Operation: issue halt request Object: hart (debug_mode_o) Expected guard: authentication before haltreq Observed behavior: haltreq is directly taken from dmcontrol_q.haltreq with no authentication check. Path: DMI write to DMControl.haltreq -> dm_csrs haltreq_o -> dm_top debug_req_o -> csr_regfile debug_req_i Closure verdict: All required core evidence slots are present for a candidate violation.,Unauthenticated debugger can halt any hart and gain full debug control.,high,,H19-005,TP,,Sufficient,Matched H19-005: finding identifies incorrect debug access-control setting/always-authenticated debug enable.
proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_1:F7,deepseek_v4_pro,proposed,h19_debug_jtag_scope,1,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_debug_jtag_scope\rep_1\final_answer.json,F7,confirmed_finding,"ROM2 is writable, contradicting its intended read-only nature.",write to ROM2 address space / ROM2 memory array / permission-related RTL security issue,"src/rom2/rom2.sv
tb/ariane_peripherals.sv",src/rom2/rom2.sv; tb/ariane_peripherals.sv,,,"src/rom2/rom2.sv | unknown
tb/ariane_peripherals.sv | unknown",Subject: any bus master Operation: write to ROM2 address space Object: ROM2 memory array Expected guard: we_i must always be 0 Observed behavior: rom2 module accepts write when we_i is high. No hardware prevents we_i from being asserted. Path: AXI slave -> axi2mem -> rom2_req/rom2_we -> i_rom2.we_i Closure verdict: All required core evidence slots are present for a candidate violation.,"Keys stored in ROM2 can be corrupted or replaced, leading to total security compromise.",high,,,FP,,Sufficient,FP: finding concerns ROM2/CSR/AES/general debug risks but not a stable match to this scope GT cases.
proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_1:F8,deepseek_v4_pro,proposed,h19_debug_jtag_scope,1,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_debug_jtag_scope\rep_1\final_answer.json,F8,confirmed_finding,"No lock bits present in the design; therefore, no secure default exists.",reset / any lock-bit register / permission-related RTL security issue,src/csr_regfile.sv,src/csr_regfile.sv,,,src/csr_regfile.sv | unknown,"Subject: system reset Operation: reset Object: any lock-bit register Expected guard: lock bits must reset to locked state Observed behavior: No lock bits exist in csr_regfile. Search for 'lock' returned nothing. Therefore, no protection can be active. Path: N/A Closure verdict: All required core evidence slots are present for a candidate violation.","Sensitive CSRs cannot be locked, leaving them vulnerable to modification.",high,,,FP,,Sufficient,FP: finding concerns ROM2/CSR/AES/general debug risks but not a stable match to this scope GT cases.
proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_1:F9,deepseek_v4_pro,proposed,h19_debug_jtag_scope,1,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_debug_jtag_scope\rep_1\final_answer.json,F9,confirmed_finding,"Debug SBA can read bootrom, exposing secure boot code.",read from bootrom / bootrom instance i_bootrom / permission-related RTL security issue,"tb/ariane_testharness.sv
tb/ariane_testharness.sv
tb/ariane_soc_pkg.sv",tb/ariane_testharness.sv; tb/ariane_soc_pkg.sv,,,"tb/ariane_testharness.sv | unknown
tb/ariane_testharness.sv | unknown
tb/ariane_soc_pkg.sv | unknown",Subject: debug module SBA Operation: read from bootrom Object: bootrom instance i_bootrom Expected guard: debug SBA requests should be filtered by address range Observed behavior: No address filtering is present. The SBA can set sbaddress to ROM base (0x00010000) and read back data. Path: dm_top -> i_dm_sba -> AXI master -> crossbar -> i_bootrom (slave for ROM) Closure verdict: All required core evidence slots are present for a candidate violation.,Secure boot code and other ROM contents can be extracted by the debugger.,high,,,FP,,Sufficient,FP: finding concerns ROM2/CSR/AES/general debug risks but not a stable match to this scope GT cases.
proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2:F1,deepseek_v4_pro,proposed,h19_debug_jtag_scope,2,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_debug_jtag_scope\rep_2\final_answer.json,F1,confirmed_finding,Complete absence of debug authentication enforcement.,"DMI read/write and system bus access (SBA) / hart debug CSRs, system bus memory/peripherals / permission-related RTL security issue","src/debug/dmi_jtag.sv
src/debug/dmi_jtag.sv
src/debug/dm_csrs.sv",src/debug/dmi_jtag.sv; src/debug/dm_csrs.sv,,,"src/debug/dmi_jtag.sv | unknown
src/debug/dmi_jtag.sv | unknown
src/debug/dm_csrs.sv | unknown","Subject: external debugger via JTAG/DMI Operation: DMI read/write and system bus access (SBA) Object: hart debug CSRs, system bus memory/peripherals Expected guard: DMI transactions gated by successful jtag_key comparison Observed behavior: No key comparison is performed; jtag_key is stored in a `pass` register but never compared against any expected value. DMI requests are unconditionally forwarded to dm_top/dm_csrs. Path: dmi_jtag.sv: `pass` register assigned on rst_ni, but no usage in enable logic. dmi_req_valid_o is generated solely from DMI FSM state, no gating by `pass_chk` or similar. In dm_csrs.sv line 171, `dmstatus.authenticated` is hardwired to 1'b1. Closure verdict: All required core evidence slots are present for a candidate violation.","Attacker can enable full debug (halt, CSR access, SBA memory read/write) without knowing the key. This defeats the entire debug authentication intent.",high,,H19-005,TP,,Sufficient,Matched H19-005: finding identifies incorrect debug access-control setting/always-authenticated debug enable.
proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2:F2,deepseek_v4_pro,proposed,h19_debug_jtag_scope,2,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_debug_jtag_scope\rep_2\final_answer.json,F2,confirmed_finding,Secret key storage is writable without restriction.,write to ROM2 address range / pkey storage in ROM2 / permission-related RTL security issue,"src/rom2/rom2.sv
tb/ariane_peripherals.sv",src/rom2/rom2.sv; tb/ariane_peripherals.sv,,,"src/rom2/rom2.sv | unknown
tb/ariane_peripherals.sv | unknown","Subject: any bus master (CPU, debug SBA) Operation: write to ROM2 address range Object: pkey storage in ROM2 Expected guard: ROM2 write port permanently disabled or address decode restricts writes Observed behavior: rom2.sv uses `we_i` to conditionally write `wdata_i` into `secure_reg`. In ariane_peripherals.sv, `rom2_we` is connected to an AXI-to-memory adapter that passes bus write commands. No write protection exists. Path: AXI bus -> ariane_peripherals i_axi2rom2 -> rom2_we -> rom2.sv we_i -> `secure_reg[addr] <= wdata_i` Closure verdict: All required core evidence slots are present for a candidate violation.","An attacker (including debugger via SBA) can overwrite the jtag_key and other secret keys stored in ROM2, breaking the only credential for debug access.",high,,,FP,,Sufficient,FP: finding concerns ROM2/CSR/AES/general debug risks but not a stable match to this scope GT cases.
proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2:F3,deepseek_v4_pro,proposed,h19_debug_jtag_scope,2,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_debug_jtag_scope\rep_2\final_answer.json,F3,confirmed_finding,"Debug mode unconditionally elevates privilege to M-mode, granting write access to all M-mode CSRs without separate checks.","write to protected CSRs while hart is in debug mode / security-critical CSRs: debug_mode, pmpcfg, satp, mstatus.MPRV, etc. / permission-related RTL security issue","src/csr_regfile.sv
src/csr_regfile.sv",src/csr_regfile.sv,,,"src/csr_regfile.sv | unknown
src/csr_regfile.sv | unknown","Subject: debug module (via DMI) once authenticated Operation: write to protected CSRs while hart is in debug mode Object: security-critical CSRs: debug_mode, pmpcfg, satp, mstatus.MPRV, etc. Expected guard: Debug mode writes respect lock bits or require extra authorization Observed behavior: In csr_regfile.sv, `priv_lvl_o` is forced to `PRIV_LVL_M` when `debug_mode_q` is high (line 938). The privilege check uses `priv_lvl_o`, so all machine-mode CSRs become writable. No additional locks are checked. Path: debug_mode_q -> priv_lvl_o = M; then CSR write privilege check passes for any M-mode CSR Closure verdict: All required core evidence slots are present for a candidate violation.","If debug mode is entered (via unauthenticated DMI), attacker can modify PMP, satp, etc., gaining full system control.",high,,H19-048,TP,,Sufficient,Matched H19-048: finding identifies JTAG/debug unlock causing machine privilege.
proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2:F4,deepseek_v4_pro,proposed,h19_debug_jtag_scope,2,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_debug_jtag_scope\rep_2\final_answer.json,F4,potential_warning,"In dmi_jtag_tap.sv, testmode_i selects between inverted and non-inverted TCK via `pulp_clock_mux2`. It does not affect state machines or enable bypass. In other modules, testmode_i is passed through but not observed to gate authentication.","scan out registers, bypass JTAG key comparison / jtag_key register, authentication state, internal CSRs / permission-related RTL security issue","src/debug/dmi_jtag_tap.sv
src/debug/dmi_jtag.sv",src/debug/dmi_jtag_tap.sv; src/debug/dmi_jtag.sv,,,"src/debug/dmi_jtag_tap.sv | unknown
src/debug/dmi_jtag.sv | unknown","Subject: test/scan controller via testmode_i signal Operation: scan out registers, bypass JTAG key comparison Object: jtag_key register, authentication state, internal CSRs Expected guard: testmode_i de-asserted or isolated from sensitive logic; scan chains exclude key material Observed behavior: In dmi_jtag_tap.sv, testmode_i selects between inverted and non-inverted TCK via `pulp_clock_mux2`. It does not affect state machines or enable bypass. In other modules, testmode_i is passed through but not observed to gate authentication. Path: testmode_i -> i_dft_tck_mux.sel -> clock selection only Closure verdict: Related RTL evidence exists, but some core evidence slots remain incomplete.","No direct security bypass observed, but full scan chain integration not visible.",medium,Missing visibility into full DFT scan insertion and whether key register is excluded.,,FP,,Unclear,FP: finding concerns ROM2/CSR/AES/general debug risks but not a stable match to this scope GT cases.
proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2:F5,deepseek_v4_pro,proposed,h19_debug_jtag_scope,2,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_debug_jtag_scope\rep_2\final_answer.json,F5,confirmed_finding,SBA bus master is unauthenticated and can access secret key storage.,"memory read/write to ROM2 address or other sensitive regions / ROM2 key storage, secure memory regions / permission-related RTL security issue","src/debug/dm_csrs.sv
src/debug/dm_top.sv
tb/ariane_peripherals.sv",src/debug/dm_csrs.sv; src/debug/dm_top.sv; tb/ariane_peripherals.sv,,,"src/debug/dm_csrs.sv | unknown
src/debug/dm_top.sv | unknown
tb/ariane_peripherals.sv | unknown","Subject: debugger via SBA Operation: memory read/write to ROM2 address or other sensitive regions Object: ROM2 key storage, secure memory regions Expected guard: SBA transactions gated by authentication or address protection Observed behavior: dm_csrs.sv implements SBA control registers (SBCS, SBAddress, SBData). Writing SBAddress via DMI sets sbaddress_o, and the dm_sba module issues AXI reads/writes. No authentication signal gates these operations. The AXI master is visible to the system bus, and ROM2 is addressable in the peripheral region. Path: DMI write to SBAddress -> dm_csrs sbaddress_o -> dm_sba -> AXI bus -> ariane_peripherals rom2 interface Closure verdict: All required core evidence slots are present for a candidate violation.","With OBL-001 (no authentication), attacker can read the jtag_key from ROM2 via SBA, or write to it.",high,,H19-047,TP,,Sufficient,Matched H19-047: finding identifies JTAG/DMI/debug instructions accessible without password.
proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2:F6,deepseek_v4_pro,proposed,h19_debug_jtag_scope,2,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_debug_jtag_scope\rep_2\final_answer.json,F6,confirmed_finding,Halt request is ungated.,"assert halt request to hart / hart execution control (halt, resume) / permission-related RTL security issue","src/debug/dm_csrs.sv
src/debug/dm_top.sv",src/debug/dm_csrs.sv; src/debug/dm_top.sv,,,"src/debug/dm_csrs.sv | unknown
src/debug/dm_top.sv | unknown","Subject: external debugger Operation: assert halt request to hart Object: hart execution control (halt, resume) Expected guard: debug_req_o forced inactive until authentication Observed behavior: dm_csrs.sv allows writing dmcontrol.haltreq via DMI, which drives haltreq_o. dm_top wires haltreq to dm_mem, which generates debug_req_o. No authentication signal inhibits this path. Path: DMI write to DMControl -> dmcontrol_q.haltreq -> haltreq_o -> dm_top hartsel/haltreq -> debug_req_o Closure verdict: All required core evidence slots are present for a candidate violation.","Attacker can halt the hart without key, enabling subsequent debug mode entry.",high,,H19-005,Duplicate,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2:F1,Sufficient,Duplicate of proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2:F1: same run reports H19-005 again; original finding kept as TP. Matched H19-005: finding identifies incorrect debug access-control setting/always-authenticated debug enable.
proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2:F7,deepseek_v4_pro,proposed,h19_debug_jtag_scope,2,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_debug_jtag_scope\rep_2\final_answer.json,F7,confirmed_finding,No sticky lock on debug module activation after deactivation.,write dmactive=1 via DMI after it was cleared / debug module activation / permission-related RTL security issue,"src/debug/dm_csrs.sv
src/debug/dm_csrs.sv",src/debug/dm_csrs.sv,,,"src/debug/dm_csrs.sv | unknown
src/debug/dm_csrs.sv | unknown","Subject: external debugger Operation: write dmactive=1 via DMI after it was cleared Object: debug module activation Expected guard: Sticky lock prevents re-activation Observed behavior: dmcontrol_q.dmactive is a single writable bit. There is no dmactive_lock or any persistent lock. Writing 1 to dmactive via DMI sets it. After a clear, it can be set again. Path: DMI write to DMControl -> dmcontrol_d.dmactive -> dmcontrol_q.dmactive Closure verdict: All required core evidence slots are present for a candidate violation.",A secure boot sequence that disables debug can be undone by an attacker re-enabling debug.,high,,,FP,,Sufficient,FP: finding concerns ROM2/CSR/AES/general debug risks but not a stable match to this scope GT cases.
proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2:F8,deepseek_v4_pro,proposed,h19_debug_jtag_scope,2,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_2,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_debug_jtag_scope\rep_2\final_answer.json,F8,confirmed_finding,Performance counters are accessible to user mode without counteren enforcement.,"read performance counters via CSR instructions / performance counter registers (cycle, instret, etc.) / permission-related RTL security issue","src/csr_regfile.sv
src/csr_regfile.sv",src/csr_regfile.sv,,,"src/csr_regfile.sv | unknown
src/csr_regfile.sv | unknown","Subject: user-mode software Operation: read performance counters via CSR instructions Object: performance counter registers (cycle, instret, etc.) Expected guard: mcounteren CSR bits restrict access or counters disabled for U-mode Observed behavior: CSR read process does not check mcounteren; reading CSR_MCYCLE, CSR_MINSTRET returns value without privilege restriction. The privilege check passes because these CSRs have U-mode privilege level (implicitly). mcounteren is hardwired to 64'b0, and scounteren also 64'b0, but that means counteren bits are all zero, which should disable user-mode access. However, the hardware does not enforce this; reads still succeed because the privilege check only ensures priv_lvl_o >= priv_lvl (which is U, so always passes). Path: csr_read_process -> unique case -> CSR_MCYCLE: csr_rdata = cycle_q; no counteren check Closure verdict: All required core evidence slots are present for a candidate violation.","User-mode can read cycle/instret counters, potentially enabling side-channel attacks.",high,,,FP,,Sufficient,FP: finding concerns ROM2/CSR/AES/general debug risks but not a stable match to this scope GT cases.
proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_3:F1,deepseek_v4_pro,proposed,h19_debug_jtag_scope,3,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_3,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_debug_jtag_scope\rep_3\final_answer.json,F1,confirmed_finding,Missing SBA address range check leads to unauthorized access to sensitive memories.,"AXI read/write via SBA / sensitive memories and registers (ROM2 contents, AES configuration, PLIC, CSR registers) / permission-related RTL security issue","

",,,,"unknown
unknown
unknown","Subject: debug module System Bus Access (dm_top.i_dm_sba) Operation: AXI read/write via SBA Object: sensitive memories and registers (ROM2 contents, AES configuration, PLIC, CSR registers) Expected guard: Address range check, PMP-like restriction, or authentication-gated enable for SBA transactions Observed behavior: The SBA can issue AXI read/write transactions to any system address. No address filtering exists in dm_csrs, dm_top, or within the SBA module. The AXI crossbar routes transactions to ROM2 and AES when their address ranges match. Path: JTAG → dmi_jtag → DMI → dm_csrs (sbaddress/sbdata) → dm_top (i_dm_sba) → AXI crossbar → target slave (ROM2, AES) Closure verdict: All required core evidence slots are present for a candidate violation.","External debugger can read AES keys from ROM2 and read/write AES peripheral registers, leading to key extraction, firmware modification, and system compromise.",high,"dm_sba internal implementation not available, but dm_top integration shows direct passthrough of address/data without filtering.",,FP,,Sufficient,FP: finding concerns ROM2/CSR/AES/general debug risks but not a stable match to this scope GT cases.
proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_3:F2,deepseek_v4_pro,proposed,h19_debug_jtag_scope,3,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_3,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_debug_jtag_scope\rep_3\final_answer.json,F2,confirmed_finding,"Debug mode unconditionally grants machine-mode CSR access, violating the required privilege-check guard.","write to CSR registers / privileged CSR registers in csr_regfile (e.g., mstatus, satp, mtvec) / permission-related RTL security issue","
",,,,"unknown
unknown","Subject: debug request path (debug_req_i from dm_top) Operation: write to CSR registers Object: privileged CSR registers in csr_regfile (e.g., mstatus, satp, mtvec) Expected guard: Debug CSR writes must respect the same privilege checks as software, or only a limited set may be modified in debug mode. Observed behavior: When debug_req_i causes entry to debug mode, the effective privilege level (priv_lvl_o) is forced to machine mode, bypassing normal privilege checks. CSR writes are then permitted as if in machine mode. Path: dm_top → debug_req_o → csr_regfile debug_req_i → debug_mode_q=1 → priv_lvl_o=PRIV_LVL_M → csr_we permission check uses M-level → CSR update Closure verdict: All required core evidence slots are present for a candidate violation.","External debugger can modify any CSR (e.g., satp to redirect page tables, mstatus to change permissions), potentially taking full control of the processor.",high,,H19-048,TP,,Sufficient,Matched H19-048: finding identifies JTAG/debug unlock causing machine privilege.
proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_3:F3,deepseek_v4_pro,proposed,h19_debug_jtag_scope,3,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_3,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_debug_jtag_scope\rep_3\final_answer.json,F3,confirmed_finding,"JTAG authentication logic is missing; pass_chk is declared but not implemented, allowing unrestricted debug access.","establish DMI communication without correct jtag_key / debug module activation (dmactive, DMI transactions) / permission-related RTL security issue","
",,,,"unknown
unknown","Subject: JTAG interface (external debugger) Operation: establish DMI communication without correct jtag_key Object: debug module activation (dmactive, DMI transactions) Expected guard: The pass_chk must be enforced for every DMI access; jtag_key comparison must be robust and not glitchable. Observed behavior: The jtag_key is loaded into a register at reset, but the pass_chk signal is never assigned or used to gate DMI requests. The DMI transaction state machine operates independently of any authentication result. Path: JTAG TAP → dmi_jtag (pass_chk unused) → dmi_req_valid_o → CDC → dm_csrs Closure verdict: All required core evidence slots are present for a candidate violation.","The entire debug module can be used without any authentication, enabling SBA memory access and CSR manipulation.",high,Need to confirm that no synthesis tool optimizes the unused pass_chk in a way that accidentally enables it.,H19-051,TP,,Sufficient,Matched H19-051: finding identifies JTAG password/auth flag reset problem.
proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_3:F4,deepseek_v4_pro,proposed,h19_debug_jtag_scope,3,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_3,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_debug_jtag_scope\rep_3\final_answer.json,F4,confirmed_finding,ROM2 write enable is not protected; any master can overwrite critical key material.,"write to rom2 address space / rom2 memory contents (startup code, potential keys) / permission-related RTL security issue","
",,,,"unknown
unknown","Subject: any bus master (CPU, debug SBA) Operation: write to rom2 address space Object: rom2 memory contents (startup code, potential keys) Expected guard: rom2 we_i must be tied to 0, or only asserted in a secure manufacturing/test phase. Observed behavior: rom2 we_i is driven by axi2mem's we_o when an AXI write to the ROM2 region occurs. There is no logic to prevent writes during functional operation; any bus master that can issue writes to the ROM2 address range can overwrite the secure registers. Path: AXI write → ariane_peripherals → axi2mem (i_axi2rom2) → rom2_we → rom2.we_i → secure_reg write Closure verdict: All required core evidence slots are present for a candidate violation.","Attacker can overwrite AES keys, JTAG key, and access-control configuration stored in ROM2, leading to permanent compromise.",high,,,FP,,Sufficient,FP: finding concerns ROM2/CSR/AES/general debug risks but not a stable match to this scope GT cases.
proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_3:F5,deepseek_v4_pro,proposed,h19_debug_jtag_scope,3,proposed:deepseek_v4_pro:h19_debug_jtag_scope:rep_3,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_debug_jtag_scope\rep_3\final_answer.json,F5,potential_warning,Unable to determine if AES key extraction is possible without the AES register-level implementation.,read from AES key register addresses / AES encryption keys / permission-related RTL security issue,,,,,unknown,"Subject: APB read transactions to AES peripheral Operation: read from AES key register addresses Object: AES encryption keys Expected guard: AES key registers should be write-only or not readable; reads should return zero or a fixed value. Observed behavior: The AES module internals (aes_wrapper) are not provided. The APB read path is visible up to aes_prdata, but whether key registers are readable is unknown. Path: AXI master → AXI2APB bridge → aes_psel, aes_paddr → AES peripheral → aes_prdata Closure verdict: Related RTL evidence exists, but some core evidence slots remain incomplete.","If keys are readable, an attacker can extract them.",medium,AES module source (aes_wrapper) is not available for inspection. Cannot verify if key registers are readable.,,FP,,Unclear,FP: finding concerns ROM2/CSR/AES/general debug risks but not a stable match to this scope GT cases.
proposed:deepseek_v4_pro:h19_jtag_debug_expansion_scope:rep_1:F1,deepseek_v4_pro,proposed,h19_jtag_debug_expansion_scope,1,proposed:deepseek_v4_pro:h19_jtag_debug_expansion_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_jtag_debug_expansion_scope\rep_1\final_answer.json,F1,confirmed_finding,No authentication gating exists in the DMI path; JTAG key is a dead placeholder. This directly violates the expected guard.,"initiate DMI read/write requests to DM CSRs and system bus / DM CSRs (dm_csrs), system bus via dm_top/dm_sba / permission-related RTL security issue","src/debug/dmi_jtag.sv
src/debug/dmi_jtag.sv
src/debug/dmi_jtag.sv",src/debug/dmi_jtag.sv,,,"src/debug/dmi_jtag.sv | unknown
src/debug/dmi_jtag.sv | unknown
src/debug/dmi_jtag.sv | unknown","Subject: dmi_jtag module Operation: initiate DMI read/write requests to DM CSRs and system bus Object: DM CSRs (dm_csrs), system bus via dm_top/dm_sba Expected guard: Authentication check (e.g., JTAG key validation before enabling DMI transactions) Observed behavior: dmi_jtag stores the input jtag_key into an internal register on reset but never compares it against any incoming or stored value. The JTAG TAP state machine generates DMI requests (dmi_req_valid_o) based solely on JTAG commands (dmi_access, update_dr) without any key-based gating. Consequently, any entity with physical access to the JTAG pins can send arbitrary DMI operations regardless of the jtag_key value. Path: JTAG pins -> dmi_jtag_tap (TAP FSM, IR/DR registers) -> dmi_jtag (state machine, no auth) -> dmi_req_o -> dmi_cdc -> dm_csrs/dm_top -> system bus/CSRs Closure verdict: All required core evidence slots are present for a candidate violation.","Full unauthenticated debug access: an attacker can read/write all DM CSRs (including dmcontrol, sbaddress, sbdata) and subsequently perform system bus accesses, halt/resume harts, and read/modify any memory or peripheral, completely bypassing all software security measures.",high,"The full dmi_jtag.sv content (lines 1-200) was truncated; could contain a later-disabled key check, but no such logic is visible in the later portions (lines 200-284).",H19-046,TP,,Insufficient,Matched H19-046: finding identifies JTAG reference/password port not driven.
proposed:deepseek_v4_pro:h19_jtag_debug_expansion_scope:rep_1:F2,deepseek_v4_pro,proposed,h19_jtag_debug_expansion_scope,1,proposed:deepseek_v4_pro:h19_jtag_debug_expansion_scope:rep_1,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\proposed\proposed_hackatdac_deepseek_pilot_v1\models\deepseek_v4_pro\h19_jtag_debug_expansion_scope\rep_1\final_answer.json,F2,confirmed_finding,"ndmreset can be triggered without any authentication, violating the expected guard.","write to the ndmreset bit of DMControl register / ndmreset_o output, which drives system reset (ndmreset_n in ariane_xilinx) / permission-related RTL security issue","src/debug/dm_csrs.sv
src/debug/dm_csrs.sv
src/debug/dm_csrs.sv",src/debug/dm_csrs.sv,,,"src/debug/dm_csrs.sv | unknown
src/debug/dm_csrs.sv | unknown
src/debug/dm_csrs.sv | unknown","Subject: dm_csrs module Operation: write to the ndmreset bit of DMControl register Object: ndmreset_o output, which drives system reset (ndmreset_n in ariane_xilinx) Expected guard: Requirement that ndmreset can only be asserted after a successful authentication (e.g., JTAG key validated) and with dmactive=1 set through an authenticated channel. Observed behavior: dm_csrs accepts DMI writes to the DMControl register without any authentication check. While ndmreset can only be set when dmactive=1, the dmactive bit itself can be set by an unauthenticated DMI write (DMControl.dmactive = 1). There is no requirement for a prior key exchange or unlock sequence. Therefore, an attacker can set dmactive=1 and immediately afterward set ndmreset, triggering a non-maskable system reset. Path: DMI request (unauthenticated) -> dm_csrs DMControl write -> dmcontrol_q.ndmreset = 1 -> ndmreset_o -> ariane_xilinx (ndmreset -> ndmreset_n -> system reset) Closure verdict: All required core evidence slots are present for a candidate violation.","Unauthenticated attacker can reset the entire system at will, causing denial of service or potentially forcing the system into a known state to aid further attacks.",high,"Full DMControl write logic was partially observed; however, the absence of authentication gating is clear from the available RTL.",,FP,,Sufficient,"FP: finding is mostly generic DMI/SBA/ROM2/no-auth debug behavior, which belongs to other scopes and not these expansion GT cases."
