run_id,finding_id,input_scope,claimed_summary,claimed_files,claimed_modules,claimed_signals,matched_case_id,detection_match,evidence_quality,confidence_label,wrong_localization,insufficient_evidence,fabricated_evidence,unsupported_claim,overconfidence,scorer_notes
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h18_gpio_apb_scope__rep_3,F-001,h18_gpio_apb_scope,"GPIO Lock mechanism (REG_GPIOLOCK) is trivially bypassable - the lock register itself has no write protection and can be cleared by any APB write, defeating the entire purpose of the lock-based access control.",ips/apb/apb_gpio/apb_gpio.sv,apb_gpio,"r_gpio_lock; r_gpio_lock / PWDATA; r_gpio_dir, r_gpio_out; REG_GPIOLOCK write (no protection); PADDIR write gated by lock[0]; PADOUT write gated by lock[2]; Read protection gated by lock bits",H18-004,TP,Sufficient,high,no,no,no,no,no,Correctly identifies REG_GPIOLOCK writable without self-protection and cites lock-controlled behavior.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_1,GPIO_APB_LOCK_BYPASS_MUTABLE_LOCK,h18_gpio_apb_scope,"GPIOLOCK is mutable through the same APB interface it is meant to restrict, and output set/clear aliases bypass visible output lock checks.",ips/apb/apb_gpio/apb_gpio.sv,apb_gpio,REG_GPIOLOCK; r_gpio_lock; r_gpio_lock[0] / r_gpio_dir; r_gpio_lock[2] / r_gpio_out; r_gpio_out / REG_PADOUTSET; r_gpio_out / REG_PADOUTCLR; PSLVERR; APB write condition; r_gpio_lock <= PWDATA; r_gpio_dir write; r_gpio_out direct write; REG_PADOUTSET write; REG_PADOUTCLR write; PRDATA = r_gpio_lock,H18-004,TP,Sufficient,high,no,no,no,no,no,Correctly identifies mutable GPIOLOCK through APB; extra PADOUTSET/PADOUTCLR discussion is not separately scored.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_1,GPIO_APB_OVERLAPPING_ADDRESS_DECODE,h18_gpio_apb_scope,"GPIO APB range overlaps multiple other peripheral ranges, and the APB node uses independent range-based selection.",rtl/includes/periph_bus_defines.sv; ips/pulp_soc/rtl/pulp_soc/periph_bus_wrap.sv; ips/apb/apb_node/apb_node.sv,periph_bus_defines; periph_bus_wrap; apb_node,GPIO_START_ADDR / GPIO_END_ADDR; UDMA_START_ADDR / UDMA_END_ADDR; SOC_CTRL_START_ADDR / SOC_CTRL_END_ADDR; ADV_TIMER_START_ADDR; EU_START_ADDR; s_start_addr[1] / s_end_addr[1]; psel_o; GPIO address range; UDMA address range; SOC_CTRL address range; psel_o range decode,H18-008,TP,Sufficient,medium,no,no,no,no,no,"Correctly identifies GPIO, UDMA, and SoC control overlapping APB ranges plus independent APB selection. Also covers H18-001/H18-006 semantically but counted once at finding level."
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_2,GPIO_APB_PERMISSION_001,h18_gpio_apb_scope,"GPIO APB registers, including the lock register, are writable without visible permission enforcement.",ips/apb/apb_gpio/apb_gpio.sv; ips/apb/apb_node/apb_node.sv; rtl/includes/periph_bus_defines.sv,apb_gpio; apb_node; periph_bus_defines,PSEL/PENABLE/PWRITE write gate; r_gpio_lock; r_gpio_dir; r_gpio_out; r_gpio_out / REG_PADOUTSET; r_gpio_out / REG_PADOUTCLR; r_gpio_en; gpio_out/gpio_dir; PREADY/PSLVERR; psel_o; pwrite_o; GPIO_START_ADDR/GPIO_END_ADDR; if (PSEL && PENABLE && PWRITE); if(r_gpio_lock[0] == '0) pwdata_l = PWDATA; ... r_gpio_dir <= pwdata_l;; if(r_gpio_lock[2] == '0) pwdata_l = PWDATA; ... r_gpio_out <= pwdata_l;; r_gpio_out <= r_gpio_out | PWDATA; r_gpio_out <= r_gpio_out & ~PWDATA;; r_gpio_en <= PWDATA;; r_gpio_lock <= PWDATA;; assign gpio_out = r_gpio_out; assign gpio_dir = r_gpio_dir;; assign PREADY = 1'b1; assign PSLVERR = 1'b0;; assign psel_o[i] = (paddr_i >= START_ADDR_i[i]) && (paddr_i <= END_ADDR_i[i]);; pwrite_o[s_loop2] = pwrite_i;; `define GPIO_START_ADDR 32'h1A10_1000; `define GPIO_END_ADDR 32'h1A10_AFFF,H18-004,Partial,Insufficient,medium,no,yes,no,no,yes,Mentions lock register writable but frames as broad missing permission and does not focus on REG_GPIOLOCK self-protection.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_3,GPIO_APB_MISSING_PERMISSION_ENFORCEMENT,h18_gpio_apb_scope,GPIO APB accesses are not protected by any visible permission or privilege check; access is governed only by address decode and local lock bits.,ips/pulp_soc/rtl/pulp_soc/periph_bus_wrap.sv; ips/apb/apb_node/apb_node.sv; ips/apb/apb_gpio/apb_gpio.sv,periph_bus_wrap; apb_node; apb_gpio,"GPIO master window mapping and APB node hookup; psel_o/pwrite_o/paddr_o/pwdata_o address-only routing; register write path and r_gpio_lock handling; readback path with only lock-bit masking; gpio_master / apb_node_wrap_i; psel_o/pwrite_o/paddr_o/pwdata_o; r_gpio_dir, r_gpio_out, r_gpio_inten, r_gpio_inttype0, r_gpio_inttype1, r_gpio_en, r_gpio_lock; PRDATA / r_status / r_gpio_lock",,FP,Insufficient,high,yes,yes,no,no,yes,Generic GPIO/APB missing permission claim does not match the specific lock-register or address-overlap GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_1,F-001,h19_access_control_fabric_scope,"ROM2 secure registers are writable at runtime via bus interface, allowing overwrite of cryptographic keys and access control configuration",src/rom2/rom2.sv,rom2,secure_reg; mem; always_ff block; port declarations,,FP,Insufficient,high,yes,yes,no,no,yes,No match to visible GT case under current scope criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_1,F-002,h19_access_control_fabric_scope,Hardcoded connectivity mapping bypass grants PLIC (index 6) the access rights of CLINT (index 7),src/axi_node/src/axi_node_intf_wrap.sv; tb/ariane_soc_pkg.sv,connectivity_mapping; ariane_soc,connectivity_map_o; assign connectivity_map_o; axi_slaves_t enum,H19-001,TP,Sufficient,medium,no,no,no,no,no,Correctly identifies PLIC access granted through CLINT permission bit and cites connectivity map/index relation.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_1,F-003,h19_access_control_fabric_scope,priv_lvl_i signal used as array index without bounds validation in access control lookup,src/axi_node/src/axi_node_intf_wrap.sv,connectivity_mapping,priv_lvl_i; module parameters and ports; assign connectivity_map_o,,FP,Insufficient,low,yes,yes,no,no,yes,No match to visible GT case under current scope criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_2,F1,h19_access_control_fabric_scope,"ROM2 secure key storage is freely writeable over the bus interface with no privilege check, allowing any bus master to overwrite AES keys, JTAG keys, and access control configuration.",src/rom2/rom2.sv; tb/ariane_testharness.sv; tb/ariane_soc_pkg.sv,rom2; ariane_testharness; ariane_soc,secure_reg; mem (constant key values); rom2_fuse; ROM2Base; always_ff block; mem constant array; secure_reg output port; rom2_fuse port connection,,FP,Insufficient,high,yes,yes,no,no,yes,No match to visible GT case under current scope criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_2,F2,h19_access_control_fabric_scope,"Access control connectivity map is derived from writeable ROM2 registers, meaning the entire access control fabric can be bypassed by rewriting the access control configuration in ROM2.",src/axi_node/src/axi_node_intf_wrap.sv; tb/ariane_testharness.sv; src/rom2/rom2.sv,connectivity_mapping; axi_node_intf_wrap; ariane_testharness; rom2,"connectivity_map_o; access_ctrl_i, priv_lvl_i; access_ctrl_reg; access_ctrl; assign connectivity_map_o[i][j]; access_ctrl derivation from access_ctrl_reg; mem[2] and mem[3]",,FP,Insufficient,high,yes,yes,no,no,yes,No match to visible GT case under current scope criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_3,F-01,h19_access_control_fabric_scope,"ROM2 secure key registers are writable via AXI bus with no access control or privilege check, allowing any bus master to overwrite cryptographic keys and access-control masks.",src/rom2/rom2.sv; tb/ariane_testharness.sv,rom2; ariane_testharness,secure_reg; rom2_fuse (connected to master[ariane_soc::ROM2]); always_ff block; i_rom2 instantiation; assign rdata_o,,FP,Insufficient,high,yes,yes,no,no,yes,No match to visible GT case under current scope criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_3,F-02,h19_access_control_fabric_scope,"connectivity_map generation in axi_node_intf_wrap contains a hard-coded special case granting master index 7 access when master index 6 has access for any target, potentially enabling privilege escalation.",src/axi_node/src/axi_node_intf_wrap.sv,connectivity_mapping,connectivity_map_o; assign connectivity_map_o[i][j] = access_ctrl_i[i][j][priv_lvl_i] || ((j==6) && access_ctrl_i[i][7][priv_lvl_i]);,H19-001,TP,Sufficient,medium,no,no,no,no,no,Correctly identifies PLIC access granted through CLINT permission bit and cites connectivity map/index relation.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_3,F-03,h19_access_control_fabric_scope,"access_ctrl_reg bitfield extraction in the test harness may not properly constrain access for peripheral indices beyond the register width, leading to undefined or unintended permissions.",tb/ariane_testharness.sv,ariane_testharness,access_ctrl_reg; access_ctrl; logic [1:0][47:0] access_ctrl_reg;; assign access_ctrl[i][j] = access_ctrl_reg[i][4*j +: 4];,,FP,Insufficient,medium,yes,yes,no,no,yes,No match to visible GT case under current scope criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_access_control_fabric_scope__rep_3,F-04,h19_access_control_fabric_scope,"JTAG key signal jtag_key is declared but left unconnected (undriven) in the test harness, meaning the dmi_jtag module receives an unknown/zero key, potentially disabling JTAG authentication.",tb/ariane_testharness.sv,ariane_testharness,jtag_key; jtag_key (port connection); logic [31:0] jtag_key;; .jtag_key ( jtag_key ),,FP,Insufficient,high,yes,yes,no,no,yes,No match to visible GT case under current scope criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_access_control_fabric_scope__rep_1,FINDING-001,h19_access_control_fabric_scope,CLINT permission implicitly grants PLIC access due to hard-coded permission alias in the AXI connectivity mapping.,src/axi_node/src/axi_node_intf_wrap.sv; tb/ariane_soc_pkg.sv,connectivity_mapping; ariane_soc package; axi_node_intf_wrap,"connectivity_map_o; access_ctrl_i; axi_slaves_t enum: PLIC, CLINT; axi_slaves_t; cfg_connectivity_map_i",H19-001,TP,Sufficient,high,no,no,no,no,no,Correct PLIC/CLINT hard-coded permission alias.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_access_control_fabric_scope__rep_1,FINDING-002,h19_access_control_fabric_scope,ROM2 stores keys and access-control values in writable secure_reg registers without visible local authorization checks.,src/rom2/rom2.sv; tb/ariane_testharness.sv; tb/ariane_soc_pkg.sv,rom2; ariane_testharness; ariane_soc package,"secure_reg; req_i, we_i, secure_reg; rom2_fuse, jtag_key, access_ctrl_reg; access_ctrl; ROM2, ROM2Base, ROM2Length; ROM2 comment; mem; secure_reg write path; rdata_o; i_ariane_peripherals connections; ROM2/ROM2Base/ROM2Length",,FP,Insufficient,medium,yes,yes,no,no,yes,No match to visible GT case under current scope criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_access_control_fabric_scope__rep_1,FINDING-003,h19_access_control_fabric_scope,The access-control fabric uses one processor-derived global privilege level for all AXI initiators.,tb/ariane_testharness.sv; src/axi_node/src/axi_node_intf_wrap.sv,ariane_testharness; connectivity_mapping,"priv_lvl_processor, priv_lvl, access_ctrl; priv_lvl_i, access_ctrl_i; slave[0], slave[1] AXI initiator connections; priv_lvl_i; priv_lvl_processor/priv_lvl; access_ctrl; axi_node_intf_wrap ports; axi_master_connect instances; access_ctrl_i[i][j][priv_lvl_i]",,FP,Insufficient,medium,yes,yes,no,no,yes,No match to visible GT case under current scope criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_access_control_fabric_scope__rep_2,FINDING-001,h19_access_control_fabric_scope,PLIC access-control bypass through CLINT permission bit.,src/axi_node/src/axi_node_intf_wrap.sv; tb/ariane_soc_pkg.sv; tb/ariane_testharness.sv,connectivity_mapping; ariane_soc package; ariane_testharness; axi_node_intf_wrap,"connectivity_map_o; axi_slaves_t PLIC/CLINT indices; access_ctrl, priv_lvl; axi_slaves_t; access_ctrl_i wiring; cfg_connectivity_map_i",H19-001,TP,Sufficient,high,no,no,no,no,no,Correct PLIC/CLINT permission bypass.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_access_control_fabric_scope__rep_2,FINDING-002,h19_access_control_fabric_scope,ROM2 key/access-control storage is readable and writable without visible local permission enforcement.,src/rom2/rom2.sv; tb/ariane_soc_pkg.sv; tb/ariane_testharness.sv,rom2; ariane_soc package; ariane_testharness,"secure_reg; ROM2, ROM2Base; master[ariane_soc::ROM2]; module comment; mem; secure_reg write path; rdata_o; rom2_fuse",,FP,Insufficient,medium,yes,yes,no,no,yes,No match to visible GT case under current scope criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_access_control_fabric_scope__rep_3,FINDING-001,h19_access_control_fabric_scope,PLIC access is incorrectly granted when CLINT access is permitted.,src/axi_node/src/axi_node_intf_wrap.sv; tb/ariane_soc_pkg.sv,axi_node_intf_wrap / access_ctrl_constr; ariane_soc package,"connectivity_map_o; axi_slaves_t PLIC=6, CLINT=7; axi_slaves_t; assign connectivity_map_o[i][j] = access_ctrl_i[i][j][priv_lvl_i] || ((j==6) && access_ctrl_i[i][7][priv_lvl_i]);",H19-001,TP,Sufficient,high,no,no,no,no,no,Correct PLIC access granted by CLINT access expression.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_access_control_fabric_scope__rep_3,FINDING-002,h19_access_control_fabric_scope,ROM2 key and access-control registers are writable after reset and appear exposed as a memory-mapped AXI target.,src/rom2/rom2.sv; tb/ariane_testharness.sv; tb/ariane_soc_pkg.sv,rom2; ariane_testharness; ariane_soc package,"secure_reg; mem; secure_reg write path; access_ctrl; master[ariane_soc::ROM2] / rom2_fuse; access_ctrl_reg; ROM2, ROM2Base, ROM2Length; module comment and secure_reg port; always_ff write logic; assign access_ctrl[i][j] = access_ctrl_reg[i][4*j +: 4]; ariane_peripherals port connections",,FP,Insufficient,medium,yes,yes,no,no,yes,No match to visible GT case under current scope criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_1,F-001,h19_aes_rom2_security_scope,"ROM2 secure key storage (fuse) allows unrestricted writes from the AXI bus, enabling any bus master to overwrite AES keys, JTAG keys, and access control registers.",src/rom2/rom2.sv; tb/ariane_peripherals.sv,rom2; ariane_peripherals,secure_reg; key_reg_out; secure_reg write logic; axi2mem to rom2 instantiation; comment,H19-045,TP,Sufficient,high,no,no,no,no,no,Correctly identifies ROM2 secure key storage writable through AXI path.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_1,F-002,h19_aes_rom2_security_scope,"AES wrapper exposes the full 192-bit AES key through readable APB registers, allowing any bus master to extract the AES encryption key.",src/aes/aes_wrapper.sv; tb/ariane_peripherals.sv,aes_wrapper; ariane_peripherals,key_big; key_big assignment; APB read case for key registers; key_reg_out[0] connection,H19-010,TP,Sufficient,high,no,no,no,no,no,Correctly identifies AES key readback through AES registers.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_2,F-001,h19_aes_rom2_security_scope,"ROM2 secure key registers are writable via AXI bus without any access control enforcement, allowing any bus master to overwrite cryptographic keys and access control configuration.",src/rom2/rom2.sv; tb/ariane_peripherals.sv,rom2; ariane_peripherals,"secure_reg; secure_reg write path; rom2_fuse AXI slave port, key_reg_out, jtag_key, access_ctrl_reg; secure_reg write logic; comment; key distribution",H19-045,TP,Sufficient,high,no,no,no,no,no,Correctly identifies writable ROM2 secure registers exposed through AXI.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_2,F-002,h19_aes_rom2_security_scope,"AES encryption key is readable via the APB register interface, allowing any bus master to extract the secret key.",src/aes/aes_wrapper.sv; tb/ariane_peripherals.sv,aes_wrapper; ariane_peripherals,key_big readback via external_bus_io.rdata; key_big assignment from key_in; read side case statement; key_big assignment; AES key connection,H19-010,TP,Sufficient,high,no,no,no,no,no,Correct AES key readout finding.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_2,F-003,h19_aes_rom2_security_scope,"ROM2 secure registers are readable via AXI bus, allowing complete extraction of all stored keys (AES, JTAG, access control).",src/rom2/rom2.sv,rom2,"rdata_o read path, raddr_q, secure_reg; read path; read data output",H19-045,Duplicate,Sufficient,high,no,no,no,no,no,Duplicate ROM2 secure-register exposure already counted in F-001.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_2,F-004,h19_aes_rom2_security_scope,"Access control configuration for AXI bus permissions is stored in writable ROM2 registers, allowing privilege escalation through key modification.",src/rom2/rom2.sv; tb/ariane_peripherals.sv; tb/ariane_testharness.sv; src/axi_node/src/axi_node_intf_wrap.sv,rom2; ariane_peripherals; ariane_testharness; axi_node_intf_wrap,mem initialization values for access control (indices 2 and 3); access_ctrl_reg derived from key_reg_out[2] and [3]; access_ctrl derived from access_ctrl_reg; access_ctrl_i input to axi_node; connectivity_map_o derivation from access_ctrl_i; mem initialization; access control extraction; access_ctrl unpacking; connectivity_map_o,H19-058,TP,Sufficient,high,no,no,no,no,no,Correctly identifies access-control configuration sourced from writable ROM2 registers.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_3,F-001,h19_aes_rom2_security_scope,Security-critical keys in ROM2 secure_reg are writable by any AXI bus master without access-control enforcement.,src/rom2/rom2.sv; tb/ariane_peripherals.sv; src/aes/aes_wrapper.sv,rom2; ariane_peripherals; aes_wrapper,"secure_reg; key_reg_out, jtag_key, access_ctrl_reg; key_in (AES key from key_reg_out[0]); secure_reg write logic; mem constant (fuse emulation); key_reg_out usage; Read path for AES key",H19-045,TP,Sufficient,high,no,no,no,no,no,Correct ROM2 secure registers writable and feeding keys/access-control.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_aes_rom2_security_scope__rep_3,F-002,h19_aes_rom2_security_scope,AES encryption key is readable by any APB bus master through the aes_wrapper read interface.,src/aes/aes_wrapper.sv; tb/ariane_peripherals.sv,aes_wrapper; ariane_peripherals,external_bus_io.rdata (key readback); i_aes_wrapper.key_in; rdata case items 16-21,H19-010,TP,Sufficient,high,no,no,no,no,no,Correct AES key readout through APB read interface.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_1,PERM-001,h19_aes_rom2_security_scope,ROM2 secure registers are writable through the AXI-facing memory path and directly drive the SoC access-control permission matrix.,src/rom2/rom2.sv; tb/ariane_peripherals.sv; tb/ariane_testharness.sv; src/axi_node/src/axi_node_intf_wrap.sv,rom2; ariane_peripherals; ariane_testharness; connectivity_mapping,secure_reg; rdata_o; key_reg_out/access_ctrl_reg/jtag_key; access_ctrl; connectivity_map_o; ROM2 purpose comment; output logic [3:0][191:0] secure_reg; secure_reg <= mem; secure_reg[addr_i[$clog2(RomSize)-1+3:3]] <= wdata_i; assign rdata_o = (raddr_q < RomSize) ? secure_reg[raddr_q] : '0; i_axi2rom2 and i_rom2 connections; jtag_key/access_ctrl_reg assignments from key_reg_out; assign access_ctrl[i][j] = access_ctrl_reg[i][4*j +: 4]; connectivity_map_o assignment,H19-058,TP,Sufficient,high,no,no,no,no,no,Correctly identifies writable ROM2 secure registers directly driving access-control matrix; also related to H19-045 but counted as H19-058.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_1,PERM-002,h19_aes_rom2_security_scope,The AES wrapper exposes the full ROM2-derived 192-bit AES key through normal readable registers.,tb/ariane_peripherals.sv; src/aes/aes_wrapper.sv,ariane_peripherals; aes_wrapper,key_reg_out[0]; key_big; external_bus_io.rdata; .key_in (key_reg_out[0]); assign key_big = key_in; external_bus_io.rdata = key_big[...] cases 16 through 21; external_bus_io.ready/error assignments,H19-010,TP,Sufficient,high,no,no,no,no,no,Correctly identifies AES full key readback.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_2,PERM-ROM2-RW-SECRET-STORE,h19_aes_rom2_security_scope,ROM2 stores security secrets and access-control policy but exposes the backing secure_reg array through a bus-connected read/write interface.,src/rom2/rom2.sv; tb/ariane_peripherals.sv; tb/ariane_testharness.sv,rom2; ariane_peripherals; ariane_testharness,"mem, secure_reg, rdata_o; rom2_fuse, rom2_req, rom2_we, rom2_rdata, key_reg_out, jtag_key, access_ctrl_reg; master[ariane_soc::ROM2], ROM2Base, ROM2Length; mem; secure_reg; req_i, we_i, secure_reg; rdata_o; i_axi2rom2; key_reg_out, jtag_key, access_ctrl_reg",H19-045,TP,Sufficient,high,no,no,no,no,no,Correct ROM2 secure store read/write exposure through bus-connected path.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_2,PERM-AES-KEY-READOUT,h19_aes_rom2_security_scope,The AES peripheral exposes its full ROM2-derived key through readable MMIO registers.,src/aes/aes_wrapper.sv; tb/ariane_peripherals.sv,aes_wrapper; ariane_peripherals,"key_in, key_big, external_bus_io.rdata; key_reg_out[0], key_in; key_in; key_big; external_bus_io.rdata; i_aes_wrapper.key_in",H19-010,TP,Sufficient,high,no,no,no,no,no,Correct AES key readout.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_2,PERM-PLIC-CLINT-BYPASS,h19_aes_rom2_security_scope,PLIC access can be granted by the CLINT permission bit due to a cross-index access-control expression.,src/axi_node/src/axi_node_intf_wrap.sv; tb/ariane_soc_pkg.sv,access_ctrl; ariane_soc,"connectivity_map_o; PLIC, CLINT; ((j==6) && access_ctrl_i[i][7][priv_lvl_i]); axi_slaves_t",,FP,Sufficient,high,yes,no,no,no,no,PLIC/CLINT bypass is not a visible GT case for this AES/ROM2 scope.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_2,PERM-ACCESSCTRL-MUTABLE-VIA-ROM2,h19_aes_rom2_security_scope,Runtime access-control policy is sourced from ROM2 entries that are writable through the ROM2 bus path.,tb/ariane_peripherals.sv; tb/ariane_testharness.sv; src/rom2/rom2.sv,ariane_peripherals; ariane_testharness; rom2,access_ctrl_reg; access_ctrl; secure_reg; access_ctrl_i,H19-058,TP,Sufficient,medium,no,no,no,no,no,Correct access-control policy mutable via writable ROM2.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_3,PERM-001,h19_aes_rom2_security_scope,AES wrapper exposes the full 192-bit AES key through bus-readable registers.,src/aes/aes_wrapper.sv; tb/ariane_peripherals.sv,aes_wrapper; ariane_peripherals,key_big / external_bus_io.rdata; key_reg_out[0] / key_in; key_big; external_bus_io.rdata; key_in,H19-010,TP,Sufficient,high,no,no,no,no,no,Correct AES key readout.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_3,PERM-002,h19_aes_rom2_security_scope,"ROM2 fuse/key registers are bus-readable and bus-writable without local permission enforcement, and they feed keys plus interconnect access-control policy.",src/rom2/rom2.sv; tb/ariane_peripherals.sv; tb/ariane_testharness.sv,rom2; ariane_peripherals; ariane_testharness,secure_reg / rdata_o; rom2_fuse / key_reg_out / access_ctrl_reg / jtag_key; key_reg_out[0]; access_ctrl / ROM2 address map; secure_reg; rdata_o; i_axi2rom2; key_reg_out; access_ctrl; ROM2Base / ROM2Length,H19-045,TP,Sufficient,high,no,no,no,no,no,Correct ROM2 secure registers readable/writable and feeding keys/access-control.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_1,F-001,h19_csr_privilege_scope,"umode_i input forces Machine-mode privilege, bypassing all privilege enforcement (privilege escalation backdoor).",src/csr_regfile.sv; src/ariane.sv,csr_regfile; ariane,priv_lvl_o; umode_i; assign priv_lvl_o; input logic umode_i,H19-009,TP,Sufficient,high,no,no,no,no,no,Correct CSR privilege finding matching GT case.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_1,F-002,h19_csr_privilege_scope,"CSR_MEPC is explicitly excluded from privilege-level access checks, allowing unprivileged read access to a Machine-mode register.",src/csr_regfile.sv; include/riscv_pkg.sv,csr_regfile; riscv (package),csr_exception_o; privilege check logic; CSR_MEPC definition,H19-020,TP,Sufficient,medium,no,no,no,no,no,Correct CSR privilege finding matching GT case.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_2,F001,h19_csr_privilege_scope,"Privilege escalation via `umode_i` input: when asserted, `priv_lvl_o` is unconditionally forced to Machine mode, bypassing all CSR access privilege checks.",src/csr_regfile.sv; include/riscv_pkg.sv; src/ariane.sv,csr_regfile; riscv_pkg; ariane,"priv_lvl_o, umode_i; priv_lvl_o (privilege check); assign priv_lvl_o; CSR privilege check logic; PRIV_LVL_M; umode_i input port",H19-009,TP,Sufficient,high,no,no,no,no,no,Correct CSR privilege finding matching GT case.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_2,F002,h19_csr_privilege_scope,CSR_MEPC privilege check bypass: the CSR access control logic unconditionally allows read/write access to CSR_MEPC regardless of current privilege level.,src/csr_regfile.sv,csr_regfile,csr_addr (CSR_MEPC); privilege check expression; CSR read for MEPC; CSR write for MEPC,H19-020,TP,Sufficient,medium,no,no,no,no,no,Correct CSR privilege finding matching GT case.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_3,H19-CSR-001,h19_csr_privilege_scope,Privilege check bypass for CSR_MEPC allows unauthorized access to Machine-mode exception program counter from lower privilege levels (User/Supervisor).,src/csr_regfile.sv; include/riscv_pkg.sv,csr_regfile; riscv,csr_exception_o / csr_addr.csr_decode.priv_lvl; Explicit bypass of CSR privilege check for CSR_MEPC; csr_addr_t struct definition; priv_lvl_t enum,H19-020,TP,Sufficient,high,no,no,no,no,no,Correct CSR privilege finding matching GT case.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_3,H19-CSR-002,h19_csr_privilege_scope,"umode_i input can force privilege level output to Machine mode, creating a potential privilege escalation path.",src/csr_regfile.sv; src/ariane.sv,csr_regfile; ariane,priv_lvl_o; umode_i; privilege level output assignment; umode_i port,H19-009,TP,Sufficient,medium,no,no,no,no,no,Correct CSR privilege finding matching GT case.
