run_id,input_scope,benchmark_id,case_id,case_visibility,case_result,matched_finding_ids,miss_reason,scorer_notes
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_1,h19_aes_rom2_security_scope,hackatdac19,H19-045,visible,FN,,No finding sufficiently matches H19-045 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_1,h19_aes_rom2_security_scope,hackatdac19,H19-058,visible,TP,PERM-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_2,h19_aes_rom2_security_scope,hackatdac19,H19-010,visible,TP,PERM-AES-KEY-READOUT,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_2,h19_aes_rom2_security_scope,hackatdac19,H19-011,visible,FN,,No finding sufficiently matches H19-011 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_2,h19_aes_rom2_security_scope,hackatdac19,H19-014,visible,FN,,No finding sufficiently matches H19-014 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_2,h19_aes_rom2_security_scope,hackatdac19,H19-015,visible,FN,,No finding sufficiently matches H19-015 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_2,h19_aes_rom2_security_scope,hackatdac19,H19-017,visible,FN,,No finding sufficiently matches H19-017 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_2,h19_aes_rom2_security_scope,hackatdac19,H19-045,visible,TP,PERM-ROM2-RW-SECRET-STORE,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_2,h19_aes_rom2_security_scope,hackatdac19,H19-058,visible,TP,PERM-ACCESSCTRL-MUTABLE-VIA-ROM2,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_3,h19_aes_rom2_security_scope,hackatdac19,H19-010,visible,TP,PERM-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_3,h19_aes_rom2_security_scope,hackatdac19,H19-011,visible,FN,,No finding sufficiently matches H19-011 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_3,h19_aes_rom2_security_scope,hackatdac19,H19-014,visible,FN,,No finding sufficiently matches H19-014 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_3,h19_aes_rom2_security_scope,hackatdac19,H19-015,visible,FN,,No finding sufficiently matches H19-015 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_3,h19_aes_rom2_security_scope,hackatdac19,H19-017,visible,FN,,No finding sufficiently matches H19-017 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_3,h19_aes_rom2_security_scope,hackatdac19,H19-045,visible,TP,PERM-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_3,h19_aes_rom2_security_scope,hackatdac19,H19-058,visible,FN,,No finding sufficiently matches H19-058 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_1,h19_csr_privilege_scope,hackatdac19,H19-009,visible,TP,F-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_1,h19_csr_privilege_scope,hackatdac19,H19-020,visible,TP,F-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_1,h19_csr_privilege_scope,hackatdac19,H19-024,visible,FN,,No finding identifies SATP access lacking TVM mediation.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_1,h19_csr_privilege_scope,hackatdac19,H19-025,visible,FN,,No finding identifies SATP access lacking TVM mediation.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_2,h19_csr_privilege_scope,hackatdac19,H19-009,visible,TP,F001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_2,h19_csr_privilege_scope,hackatdac19,H19-020,visible,TP,F002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_2,h19_csr_privilege_scope,hackatdac19,H19-024,visible,FN,,No finding identifies SATP access lacking TVM mediation.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_2,h19_csr_privilege_scope,hackatdac19,H19-025,visible,FN,,No finding identifies SATP access lacking TVM mediation.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_3,h19_csr_privilege_scope,hackatdac19,H19-009,visible,TP,H19-CSR-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_3,h19_csr_privilege_scope,hackatdac19,H19-020,visible,TP,H19-CSR-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_3,h19_csr_privilege_scope,hackatdac19,H19-024,visible,FN,,No finding identifies SATP access lacking TVM mediation.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_csr_privilege_scope__rep_3,h19_csr_privilege_scope,hackatdac19,H19-025,visible,FN,,No finding identifies SATP access lacking TVM mediation.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_csr_privilege_scope__rep_1,h19_csr_privilege_scope,hackatdac19,H19-009,visible,TP,CSR-PRIV-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_csr_privilege_scope__rep_1,h19_csr_privilege_scope,hackatdac19,H19-020,visible,TP,CSR-PRIV-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_csr_privilege_scope__rep_1,h19_csr_privilege_scope,hackatdac19,H19-024,visible,FN,,No finding identifies SATP access lacking TVM mediation.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_csr_privilege_scope__rep_1,h19_csr_privilege_scope,hackatdac19,H19-025,visible,FN,,No finding identifies SATP access lacking TVM mediation.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_csr_privilege_scope__rep_2,h19_csr_privilege_scope,hackatdac19,H19-009,visible,TP,CSR_PRIV_002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_csr_privilege_scope__rep_2,h19_csr_privilege_scope,hackatdac19,H19-020,visible,TP,CSR_PRIV_001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_csr_privilege_scope__rep_2,h19_csr_privilege_scope,hackatdac19,H19-024,visible,FN,,No finding identifies SATP access lacking TVM mediation.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_csr_privilege_scope__rep_2,h19_csr_privilege_scope,hackatdac19,H19-025,visible,FN,,No finding identifies SATP access lacking TVM mediation.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_csr_privilege_scope__rep_3,h19_csr_privilege_scope,hackatdac19,H19-009,visible,TP,FINDING-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_csr_privilege_scope__rep_3,h19_csr_privilege_scope,hackatdac19,H19-020,visible,TP,FINDING-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_csr_privilege_scope__rep_3,h19_csr_privilege_scope,hackatdac19,H19-024,visible,FN,,No finding identifies SATP access lacking TVM mediation.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_csr_privilege_scope__rep_3,h19_csr_privilege_scope,hackatdac19,H19-025,visible,FN,,No finding identifies SATP access lacking TVM mediation.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_1,h19_debug_jtag_scope,hackatdac19,H19-005,visible,FN,,No finding sufficiently matches H19-005 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_1,h19_debug_jtag_scope,hackatdac19,H19-047,visible,FN,,No finding sufficiently matches H19-047 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_1,h19_debug_jtag_scope,hackatdac19,H19-048,visible,TP,F-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_1,h19_debug_jtag_scope,hackatdac19,H19-049,visible,FN,,No finding sufficiently matches H19-049 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_1,h19_debug_jtag_scope,hackatdac19,H19-050,visible,FN,,No finding sufficiently matches H19-050 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_1,h19_debug_jtag_scope,hackatdac19,H19-051,visible,TP,F-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_1,h19_debug_jtag_scope,hackatdac19,H19-054,visible,TP,F-004,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_1,h19_debug_jtag_scope,hackatdac19,H19-056,visible,FN,,No finding sufficiently matches H19-056 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_2,h19_debug_jtag_scope,hackatdac19,H19-005,visible,FN,,No finding sufficiently matches H19-005 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_2,h19_debug_jtag_scope,hackatdac19,H19-047,visible,Partial,F2,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_2,h19_debug_jtag_scope,hackatdac19,H19-048,visible,Partial,F3,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_2,h19_debug_jtag_scope,hackatdac19,H19-049,visible,FN,,No finding sufficiently matches H19-049 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_2,h19_debug_jtag_scope,hackatdac19,H19-050,visible,FN,,No finding sufficiently matches H19-050 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_2,h19_debug_jtag_scope,hackatdac19,H19-051,visible,FN,,No finding sufficiently matches H19-051 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_2,h19_debug_jtag_scope,hackatdac19,H19-054,visible,FN,,No finding sufficiently matches H19-054 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_2,h19_debug_jtag_scope,hackatdac19,H19-056,visible,FN,,No finding sufficiently matches H19-056 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_3,h19_debug_jtag_scope,hackatdac19,H19-005,visible,FN,,No finding sufficiently matches H19-005 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_3,h19_debug_jtag_scope,hackatdac19,H19-047,visible,FN,,No finding sufficiently matches H19-047 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_3,h19_debug_jtag_scope,hackatdac19,H19-048,visible,FN,,No finding sufficiently matches H19-048 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_3,h19_debug_jtag_scope,hackatdac19,H19-049,visible,TP,F-004,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_3,h19_debug_jtag_scope,hackatdac19,H19-050,visible,FN,,No finding sufficiently matches H19-050 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_3,h19_debug_jtag_scope,hackatdac19,H19-051,visible,TP,F-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_3,h19_debug_jtag_scope,hackatdac19,H19-054,visible,FN,,No finding sufficiently matches H19-054 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h19_debug_jtag_scope__rep_3,h19_debug_jtag_scope,hackatdac19,H19-056,visible,FN,,No finding sufficiently matches H19-056 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_1,h19_debug_jtag_scope,hackatdac19,H19-005,visible,TP,FINDING-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_1,h19_debug_jtag_scope,hackatdac19,H19-047,visible,TP,FINDING-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_1,h19_debug_jtag_scope,hackatdac19,H19-048,visible,FN,,No finding sufficiently matches H19-048 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_1,h19_debug_jtag_scope,hackatdac19,H19-049,visible,FN,,No finding sufficiently matches H19-049 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_1,h19_debug_jtag_scope,hackatdac19,H19-050,visible,FN,,No finding sufficiently matches H19-050 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_1,h19_debug_jtag_scope,hackatdac19,H19-051,visible,FN,,No finding sufficiently matches H19-051 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_1,h19_debug_jtag_scope,hackatdac19,H19-054,visible,FN,,No finding sufficiently matches H19-054 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_1,h19_debug_jtag_scope,hackatdac19,H19-056,visible,FN,,No finding sufficiently matches H19-056 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_2,h19_debug_jtag_scope,hackatdac19,H19-005,visible,TP,PERM-DM-AUTH-ALWAYS-TRUE,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_2,h19_debug_jtag_scope,hackatdac19,H19-047,visible,TP,PERM-JTAG-DMI-WRITE-BYPASS,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_2,h19_debug_jtag_scope,hackatdac19,H19-048,visible,FN,,No finding sufficiently matches H19-048 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_2,h19_debug_jtag_scope,hackatdac19,H19-049,visible,FN,,No finding sufficiently matches H19-049 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_2,h19_debug_jtag_scope,hackatdac19,H19-050,visible,FN,,No finding sufficiently matches H19-050 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_2,h19_debug_jtag_scope,hackatdac19,H19-051,visible,TP,PERM-JTAG-PASS-STATE-NOT-RESET,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_2,h19_debug_jtag_scope,hackatdac19,H19-054,visible,Partial,PERM-ROM2-JTAG-KEY-READ-WRITE,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_2,h19_debug_jtag_scope,hackatdac19,H19-056,visible,FN,,No finding sufficiently matches H19-056 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_3,h19_debug_jtag_scope,hackatdac19,H19-005,visible,TP,FINDING-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_3,h19_debug_jtag_scope,hackatdac19,H19-047,visible,TP,FINDING-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_3,h19_debug_jtag_scope,hackatdac19,H19-048,visible,FN,,No finding sufficiently matches H19-048 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_3,h19_debug_jtag_scope,hackatdac19,H19-049,visible,FN,,No finding sufficiently matches H19-049 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_3,h19_debug_jtag_scope,hackatdac19,H19-050,visible,FN,,No finding sufficiently matches H19-050 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_3,h19_debug_jtag_scope,hackatdac19,H19-051,visible,FN,,No finding sufficiently matches H19-051 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_3,h19_debug_jtag_scope,hackatdac19,H19-054,visible,FN,,No finding sufficiently matches H19-054 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_3,h19_debug_jtag_scope,hackatdac19,H19-056,visible,FN,,No finding sufficiently matches H19-056 hit criteria.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_1,h21_access_lock_scope,hackatdac21,H21-005,visible,FN,,No matched finding for H21-005.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_1,h21_access_lock_scope,hackatdac21,H21-035,visible,FN,,No matched finding for H21-035.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_1,h21_access_lock_scope,hackatdac21,H21-042,visible,Partial,SEC-004,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_1,h21_access_lock_scope,hackatdac21,H21-043,visible,FN,,No matched finding for H21-043.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_1,h21_access_lock_scope,hackatdac21,H21-048,visible,FN,,No matched finding for H21-048.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_1,h21_access_lock_scope,hackatdac21,H21-049,visible,FN,,No matched finding for H21-049.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_1,h21_access_lock_scope,hackatdac21,H21-099,visible,FN,,No matched finding for H21-099.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_2,h21_access_lock_scope,hackatdac21,H21-005,visible,TP,F-03,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_2,h21_access_lock_scope,hackatdac21,H21-035,visible,FN,,No matched finding for H21-035.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_2,h21_access_lock_scope,hackatdac21,H21-042,visible,TP,F-04,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_2,h21_access_lock_scope,hackatdac21,H21-043,visible,TP,F-05,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_2,h21_access_lock_scope,hackatdac21,H21-048,visible,FN,,No matched finding for H21-048.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_2,h21_access_lock_scope,hackatdac21,H21-049,visible,TP,F-02,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_2,h21_access_lock_scope,hackatdac21,H21-099,visible,FN,,No matched finding for H21-099.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_3,h21_access_lock_scope,hackatdac21,H21-005,visible,FN,,No matched finding for H21-005.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_3,h21_access_lock_scope,hackatdac21,H21-035,visible,FN,,No matched finding for H21-035.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_3,h21_access_lock_scope,hackatdac21,H21-042,visible,FN,,No matched finding for H21-042.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_3,h21_access_lock_scope,hackatdac21,H21-043,visible,FN,,No matched finding for H21-043.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_3,h21_access_lock_scope,hackatdac21,H21-048,visible,FN,,No matched finding for H21-048.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_3,h21_access_lock_scope,hackatdac21,H21-049,visible,TP,F-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_access_lock_scope__rep_3,h21_access_lock_scope,hackatdac21,H21-099,visible,FN,,No matched finding for H21-099.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_1,h21_access_lock_scope,hackatdac21,H21-005,visible,FN,,No matched finding for H21-005.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_1,h21_access_lock_scope,hackatdac21,H21-035,visible,FN,,No matched finding for H21-035.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_1,h21_access_lock_scope,hackatdac21,H21-042,visible,TP,FINDING-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_1,h21_access_lock_scope,hackatdac21,H21-043,visible,FN,,No matched finding for H21-043.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_1,h21_access_lock_scope,hackatdac21,H21-048,visible,TP,FINDING-004,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_1,h21_access_lock_scope,hackatdac21,H21-049,visible,FN,,No matched finding for H21-049.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_1,h21_access_lock_scope,hackatdac21,H21-099,visible,FN,,No matched finding for H21-099.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_2,h21_access_lock_scope,hackatdac21,H21-005,visible,FN,,No matched finding for H21-005.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_2,h21_access_lock_scope,hackatdac21,H21-035,visible,FN,,No matched finding for H21-035.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_2,h21_access_lock_scope,hackatdac21,H21-042,visible,TP,FINDING-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_2,h21_access_lock_scope,hackatdac21,H21-043,visible,FN,,No matched finding for H21-043.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_2,h21_access_lock_scope,hackatdac21,H21-048,visible,FN,,No matched finding for H21-048.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_2,h21_access_lock_scope,hackatdac21,H21-049,visible,FN,,No matched finding for H21-049.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_2,h21_access_lock_scope,hackatdac21,H21-099,visible,FN,,No matched finding for H21-099.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_3,h21_access_lock_scope,hackatdac21,H21-005,visible,TP,F1,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_3,h21_access_lock_scope,hackatdac21,H21-035,visible,FN,,No matched finding for H21-035.,FN under current GT criteria.
