failure_uid,model_family,method_name,input_scope,repetition,run_id,failure_object_type,related_finding_uid,related_case_id,detection_match,evidence_quality,summary,final_answer_path,tool_trace_path,candidate_reason
E00038,gpt_5_5,baseline,h21_jtag_auth_expansion_scope,3,baseline:gpt_5_5:h21_jtag_auth_expansion_scope:rep_3,Duplicate,baseline:gpt_5_5:h21_jtag_auth_expansion_scope:rep_3:FINDING-002,H21-053,Duplicate,Sufficient,JTAG authentication success is not latched; pass_check/pass_mode are transient combinational signals used for authorization.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_jtag_auth_expansion_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_jtag_auth_expansion_scope\rep_3\tool_trace.jsonl,Duplicate finding
E00039,gpt_5_5,baseline,h21_jtag_auth_expansion_scope,3,baseline:gpt_5_5:h21_jtag_auth_expansion_scope:rep_3,Duplicate,baseline:gpt_5_5:h21_jtag_auth_expansion_scope:rep_3:FINDING-003,H21-053,Duplicate,Sufficient,fuse_mem stores sensitive security material and exposes a generic read interface without local permission checks.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_jtag_auth_expansion_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_jtag_auth_expansion_scope\rep_3\tool_trace.jsonl,Duplicate finding
E00040,gpt_5_5,baseline,h18_debug_jtag_scope,1,baseline:gpt_5_5:h18_debug_jtag_scope:rep_1,FN_case,,H18-010,,,Checking only 31 of 32 password bits may make debug authentication incomplete.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00041,gpt_5_5,baseline,h18_debug_jtag_scope,1,baseline:gpt_5_5:h18_debug_jtag_scope:rep_1,FN_case,,H18-012,,,Password check state not resetting after success may leave residual debug authorization state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00042,gpt_5_5,baseline,h18_debug_jtag_scope,2,baseline:gpt_5_5:h18_debug_jtag_scope:rep_2,FN_case,,H18-009,,,Incorrect password checking logic may weaken debug authentication guard.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00043,gpt_5_5,baseline,h18_debug_jtag_scope,2,baseline:gpt_5_5:h18_debug_jtag_scope:rep_2,FN_case,,H18-010,,,Checking only 31 of 32 password bits may make debug authentication incomplete.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00044,gpt_5_5,baseline,h18_debug_jtag_scope,2,baseline:gpt_5_5:h18_debug_jtag_scope:rep_2,FN_case,,H18-012,,,Password check state not resetting after success may leave residual debug authorization state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00045,gpt_5_5,baseline,h18_debug_jtag_scope,3,baseline:gpt_5_5:h18_debug_jtag_scope:rep_3,FN_case,,H18-009,,,Incorrect password checking logic may weaken debug authentication guard.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00046,gpt_5_5,baseline,h18_debug_jtag_scope,3,baseline:gpt_5_5:h18_debug_jtag_scope:rep_3,FN_case,,H18-010,,,Checking only 31 of 32 password bits may make debug authentication incomplete.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00047,gpt_5_5,baseline,h18_debug_jtag_scope,3,baseline:gpt_5_5:h18_debug_jtag_scope:rep_3,FN_case,,H18-012,,,Password check state not resetting after success may leave residual debug authorization state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_debug_jtag_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00048,gpt_5_5,baseline,h18_fc_core_security_scope,1,baseline:gpt_5_5:h18_fc_core_security_scope:rep_1,FN_case,,H18-025,,,Unprivileged user-space code writing privileged CSR directly matches privilege mediation failure.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00049,gpt_5_5,baseline,h18_fc_core_security_scope,3,baseline:gpt_5_5:h18_fc_core_security_scope:rep_3,FN_case,,H18-027,,,Secure mode not required for interrupt register writes may omit security state from protected register mediation.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00050,gpt_5_5,baseline,h18_gpio_apb_scope,1,baseline:gpt_5_5:h18_gpio_apb_scope:rep_1,FN_case,,H18-001,,,Address range overlap may create unintended access path to a protected SoC resource.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00051,gpt_5_5,baseline,h18_gpio_apb_scope,1,baseline:gpt_5_5:h18_gpio_apb_scope:rep_1,FN_case,,H18-005,,,Reset clearing GPIO lock state may break expected persistence of protection state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00052,gpt_5_5,baseline,h18_gpio_apb_scope,1,baseline:gpt_5_5:h18_gpio_apb_scope:rep_1,FN_case,,H18-006,,,APB address range issue may create memory aliasing and unintended access paths.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00053,gpt_5_5,baseline,h18_gpio_apb_scope,2,baseline:gpt_5_5:h18_gpio_apb_scope:rep_2,FN_case,,H18-001,,,Address range overlap may create unintended access path to a protected SoC resource.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00054,gpt_5_5,baseline,h18_gpio_apb_scope,2,baseline:gpt_5_5:h18_gpio_apb_scope:rep_2,FN_case,,H18-006,,,APB address range issue may create memory aliasing and unintended access paths.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00055,gpt_5_5,baseline,h18_gpio_apb_scope,2,baseline:gpt_5_5:h18_gpio_apb_scope:rep_2,FN_case,,H18-008,,,"Address overlap among GPIO, SPI, and SoC control peripherals may break isolation boundaries.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00056,gpt_5_5,baseline,h18_gpio_apb_scope,3,baseline:gpt_5_5:h18_gpio_apb_scope:rep_3,FN_case,,H18-001,,,Address range overlap may create unintended access path to a protected SoC resource.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00057,gpt_5_5,baseline,h18_gpio_apb_scope,3,baseline:gpt_5_5:h18_gpio_apb_scope:rep_3,FN_case,,H18-006,,,APB address range issue may create memory aliasing and unintended access paths.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00058,gpt_5_5,baseline,h19_aes_rom2_security_scope,1,baseline:gpt_5_5:h19_aes_rom2_security_scope:rep_1,FN_case,,H19-010,,,AES key words are readable through the AES register interface,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00059,gpt_5_5,baseline,h19_aes_rom2_security_scope,1,baseline:gpt_5_5:h19_aes_rom2_security_scope:rep_1,FN_case,,H19-011,,,AES intermediate state is readable through the AES register interface,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00060,gpt_5_5,baseline,h19_aes_rom2_security_scope,1,baseline:gpt_5_5:h19_aes_rom2_security_scope:rep_1,FN_case,,H19-014,,,AES operation interface is exposed as a crypto oracle,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00061,gpt_5_5,baseline,h19_aes_rom2_security_scope,1,baseline:gpt_5_5:h19_aes_rom2_security_scope:rep_1,FN_case,,H19-017,,,Boot ROM memory is writable through the mapped bus path,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00062,gpt_5_5,baseline,h19_aes_rom2_security_scope,1,baseline:gpt_5_5:h19_aes_rom2_security_scope:rep_1,FN_case,,H19-045,,,ROM2 secure registers are exposed through AXI,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00063,gpt_5_5,baseline,h19_aes_rom2_security_scope,2,baseline:gpt_5_5:h19_aes_rom2_security_scope:rep_2,FN_case,,H19-010,,,AES key words are readable through the AES register interface,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00064,gpt_5_5,baseline,h19_aes_rom2_security_scope,2,baseline:gpt_5_5:h19_aes_rom2_security_scope:rep_2,FN_case,,H19-011,,,AES intermediate state is readable through the AES register interface,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00065,gpt_5_5,baseline,h19_aes_rom2_security_scope,2,baseline:gpt_5_5:h19_aes_rom2_security_scope:rep_2,FN_case,,H19-014,,,AES operation interface is exposed as a crypto oracle,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00066,gpt_5_5,baseline,h19_aes_rom2_security_scope,2,baseline:gpt_5_5:h19_aes_rom2_security_scope:rep_2,FN_case,,H19-017,,,Boot ROM memory is writable through the mapped bus path,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00067,gpt_5_5,baseline,h19_aes_rom2_security_scope,3,baseline:gpt_5_5:h19_aes_rom2_security_scope:rep_3,FN_case,,H19-010,,,AES key words are readable through the AES register interface,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00068,gpt_5_5,baseline,h19_aes_rom2_security_scope,3,baseline:gpt_5_5:h19_aes_rom2_security_scope:rep_3,FN_case,,H19-011,,,AES intermediate state is readable through the AES register interface,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00069,gpt_5_5,baseline,h19_aes_rom2_security_scope,3,baseline:gpt_5_5:h19_aes_rom2_security_scope:rep_3,FN_case,,H19-014,,,AES operation interface is exposed as a crypto oracle,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00070,gpt_5_5,baseline,h19_aes_rom2_security_scope,3,baseline:gpt_5_5:h19_aes_rom2_security_scope:rep_3,FN_case,,H19-017,,,Boot ROM memory is writable through the mapped bus path,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00071,gpt_5_5,baseline,h19_csr_privilege_scope,1,baseline:gpt_5_5:h19_csr_privilege_scope:rep_1,FN_case,,H19-024,,,SATP read is not mediated by TVM,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00072,gpt_5_5,baseline,h19_csr_privilege_scope,1,baseline:gpt_5_5:h19_csr_privilege_scope:rep_1,FN_case,,H19-025,,,SATP write is not mediated by TVM,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00073,gpt_5_5,baseline,h19_csr_privilege_scope,2,baseline:gpt_5_5:h19_csr_privilege_scope:rep_2,FN_case,,H19-024,,,SATP read is not mediated by TVM,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00074,gpt_5_5,baseline,h19_csr_privilege_scope,2,baseline:gpt_5_5:h19_csr_privilege_scope:rep_2,FN_case,,H19-025,,,SATP write is not mediated by TVM,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00075,gpt_5_5,baseline,h19_csr_privilege_scope,3,baseline:gpt_5_5:h19_csr_privilege_scope:rep_3,FN_case,,H19-024,,,SATP read is not mediated by TVM,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00076,gpt_5_5,baseline,h19_csr_privilege_scope,3,baseline:gpt_5_5:h19_csr_privilege_scope:rep_3,FN_case,,H19-025,,,SATP write is not mediated by TVM,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00077,gpt_5_5,baseline,h19_debug_jtag_scope,1,baseline:gpt_5_5:h19_debug_jtag_scope:rep_1,FN_case,,H19-005,,,Debug module reports authenticated without implemented authentication,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00078,gpt_5_5,baseline,h19_debug_jtag_scope,1,baseline:gpt_5_5:h19_debug_jtag_scope:rep_1,FN_case,,H19-047,,,JTAG DMI write path is not consistently password guarded,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00079,gpt_5_5,baseline,h19_debug_jtag_scope,1,baseline:gpt_5_5:h19_debug_jtag_scope:rep_1,FN_case,,H19-049,,,JTAG password path is only 32 bits wide,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00080,gpt_5_5,baseline,h19_debug_jtag_scope,1,baseline:gpt_5_5:h19_debug_jtag_scope:rep_1,FN_case,,H19-054,,,JTAG key is derived from hardcoded ROM2 constant,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00081,gpt_5_5,baseline,h19_debug_jtag_scope,1,baseline:gpt_5_5:h19_debug_jtag_scope:rep_1,FN_case,,H19-056,,,Debug control path can drive secondary SoC reset,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00082,gpt_5_5,baseline,h19_debug_jtag_scope,2,baseline:gpt_5_5:h19_debug_jtag_scope:rep_2,FN_case,,H19-049,,,JTAG password path is only 32 bits wide,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
