finding_uid,model_family,method_name,input_scope,repetition,run_id,finding_id,summary,matched_case_id,detection_match,duplicate_of_finding_uid,evidence_quality,fp_cluster_id,cluster_scoring_role,review_notes,final_answer_path
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-023,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-023,Incorrect privilege level assignment causes privilege escalation to Machine Mode when umode_i is asserted.,H19-009,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003: same run reports H19-009 again. Matched H19-009: reports umode_i forcing machine privilege.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-024,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-024,"The CPU privilege level is unsafely forced to Machine Mode (PRIV_LVL_M) when the umode_i input is asserted, causing a privilege escalation vulnerability.",H19-009,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003: same run reports H19-009 again. Matched H19-009: reports umode_i forcing machine privilege.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-025,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-025,Privilege escalation vulnerability where the core's privilege level is unconditionally set to Machine Mode (PRIV_LVL_M) when the `umode_i` input is asserted.,H19-009,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003: same run reports H19-009 again. Matched H19-009: reports umode_i forcing machine privilege.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-026,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-026,Unsafe privilege escalation via umode_i input signal,,FP,,Sufficient,FPC-0045,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-027,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-027,Undocumented privilege escalation to Machine Mode via the `umode_i` signal.,H19-009,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003: same run reports H19-009 again. Matched H19-009: reports umode_i forcing machine privilege.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-028,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-028,Privilege escalation vulnerability where the umode_i signal incorrectly forces the core into Machine mode (PRIV_LVL_M).,H19-009,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003: same run reports H19-009 again. Matched H19-009: reports umode_i forcing machine privilege.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-029,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-029,"Incorrect protection state update for the SD (State Dirty) bit in MSTATUS and SSTATUS CSRs, leading to stale FPU state indication and potential context-switching vulnerabilities.",,FP,,Sufficient,FPC-0044,FP_CLUSTER_DUP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-030,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-030,"The `umode_i` input signal improperly forces the core privilege level to Machine Mode (`PRIV_LVL_M`), creating a privilege escalation vulnerability.",H19-009,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003: same run reports H19-009 again. Matched H19-009: reports umode_i forcing machine privilege.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-031,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-031,Privilege check bypass for the Machine Exception Program Counter (MEPC) CSR allows lower-privileged code to access and modify it.,H19-020,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-001,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-001: same run reports H19-020 again. Matched H19-020: reports lower-privilege CSR access.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-032,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-032,Hardcoded bypass of CSR privilege checks allows unprivileged access to the Machine Exception Program Counter (MEPC).,H19-020,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-001,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-001: same run reports H19-020 again. Matched H19-020: reports lower-privilege CSR access.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-033,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-033,"The CSR access privilege check explicitly bypasses verification for the Machine Exception Program Counter (CSR_MEPC), allowing unauthorized read and write access from lower privilege levels.",H19-020,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-001,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-001: same run reports H19-020 again. Matched H19-020: reports lower-privilege CSR access.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-034,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-034,"The privilege level is improperly elevated to Machine Mode (PRIV_LVL_M) when the umode_i signal is asserted, bypassing intended privilege restrictions.",H19-009,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003: same run reports H19-009 again. Matched H19-009: reports umode_i forcing machine privilege.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-035,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-035,"Privilege check bypassed for CSR_MEPC, allowing unauthorized access to the Machine Exception Program Counter.",,FP,,Sufficient,FPC-0041,FP_CLUSTER_DUP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-036,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-036,"Privilege level check is explicitly bypassed for the Machine Exception Program Counter (mepc) register, allowing unprivileged access.",,FP,,Sufficient,FPC-0041,FP_CLUSTER_DUP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-037,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-037,Explicit privilege level bypass for the MEPC Control and Status Register.,,FP,,Sufficient,FPC-0041,FP_CLUSTER_DUP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-038,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-038,Bypassed privilege check allows unauthorized access to the Machine Exception Program Counter (MEPC) CSR.,H19-020,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-001,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-001: same run reports H19-020 again. Matched H19-020: reports lower-privilege CSR access.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-039,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-039,Privilege check bypass for the Machine Exception Program Counter (CSR_MEPC) allows unprivileged access.,,FP,,Sufficient,FPC-0041,FP_CLUSTER_DUP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-040,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-040,Bypassed privilege check for MEPC CSR allows unauthorized access from lower privilege levels.,H19-020,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-001,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-001: same run reports H19-020 again. Matched H19-020: reports lower-privilege CSR access.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-041,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-041,Incorrect privilege level assignment allows privilege escalation to Machine Mode.,,FP,,Sufficient,FPC-0046,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-042,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-042,Privilege escalation vulnerability where the core's privilege level is incorrectly forced to Machine Mode (PRIV_LVL_M) when `umode_i` is asserted.,H19-009,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003: same run reports H19-009 again. Matched H19-009: reports umode_i forcing machine privilege.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-043,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-043,Hardware backdoor allowing arbitrary privilege escalation to Machine Mode via umode_i signal.,H19-009,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003: same run reports H19-009 again. Matched H19-009: reports umode_i forcing machine privilege.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-044,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-044,Privilege escalation backdoor where the umode_i signal incorrectly forces Machine Mode privileges.,H19-009,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003: same run reports H19-009 again. Matched H19-009: reports umode_i forcing machine privilege.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-045,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-045,"Privilege checks are explicitly bypassed for the MEPC CSR, and User mode execution incorrectly escalates privileges to Machine mode.",H19-020,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-001,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-001: same run reports H19-020 again. Matched H19-020: reports lower-privilege CSR access.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-046,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-046,"Privilege check logic explicitly bypasses the authorization check for the MEPC CSR, allowing unprivileged access. Additionally, the priv_lvl_o output is inappropriately elevated to Machine Mode when umode_i is asserted.",H19-009,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003: same run reports H19-009 again. Matched H19-009: reports umode_i forcing machine privilege.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-047,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-047,"Multiple privilege escalation vulnerabilities exist: `umode_i` incorrectly grants Machine mode privileges, and CSR access control allows unprivileged access to `CSR_MEPC`.",H19-009,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003: same run reports H19-009 again. Matched H19-009: reports umode_i forcing machine privilege.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-048,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-048,"The CSR register file incorrectly elevates the effective privilege level to Machine Mode when umode_i is asserted, causing a severe privilege escalation.",H19-009,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003: same run reports H19-009 again. Matched H19-009: reports umode_i forcing machine privilege.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-049,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-049,Privilege level check for CSR access contains a hardcoded bypass for the CSR_MEPC register.,H19-020,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-001,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-001: same run reports H19-020 again. Matched H19-020: reports lower-privilege CSR access.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-050,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-050,"Typo in SATP update logic creates an uninitialized latch corrupting MMU protection state, and umode_i acts as a privilege escalation backdoor.",,FP,,Sufficient,FPC-0047,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-051,gemini_3.1_pro_preview,ours_chain_context,h19_csr_privilege_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1,F-051,"The external `umode_i` input acts as a hardware backdoor, directly elevating the core's privilege level to Machine Mode (`PRIV_LVL_M`) and bypassing standard privilege boundaries.",H19-009,Duplicate,ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:gemini_3.1_pro_preview:h19_csr_privilege_scope:rep_1:F-003: same run reports H19-009 again. Matched H19-009: reports umode_i forcing machine privilege.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_csr_privilege_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-001,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1,F-001,"The `rom2` module allows unrestricted memory-mapped writes to `secure_reg`, which contains system access control policies and the JTAG debug key.",H19-050,TP,,Sufficient,,TP,Matched H19-050: reports debug SBA access to ROM2/FUSE memory.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-002,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1,F-002,JTAG authentication bypass on DMI writes and insecure memory-mapped access to authentication keys.,,FP,,Sufficient,FPC-0048,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-003,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1,F-003,Sensitive security keys and access control configurations in the ROM2 peripheral can be arbitrarily read and overwritten via the AXI bus due to missing privilege or lock checks.,,FP,,Sufficient,FPC-0049,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-004,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1,F-004,Missing access control on the rom2 peripheral allows arbitrary AXI masters to overwrite sensitive security keys.,,FP,,Sufficient,FPC-0049,FP_CLUSTER_DUP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-005,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1,F-005,The secure key registers in the ROM2 module can be overwritten by any AXI bus master without any access control or privilege checks.,,FP,,Sufficient,FPC-0049,FP_CLUSTER_DUP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_debug_jtag_scope\rep_1\final_answer.json
ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-006,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1,F-006,Missing write protection on secure_reg allows arbitrary modification of access control policies and keys.,,FP,,Sufficient,FPC-0050,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_gemini\models\gemini_3.1_pro_preview\hackatdac19__h19_debug_jtag_scope\rep_1\final_answer.json
