fp_cluster_id,model_family,method_name,input_scope,repetition,fp_count,representative_finding_uid,claimed_files,claimed_modules,claimed_signals_or_registers,example_summaries
FPC-0062,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-038,src/debug/dm_csrs.sv,dm_csrs,HartSelLen; CmdErrNone,"Missing bounds check on `hartsel_o` allows debug operations on non-existent harts to alias to valid harts, causing unintended halt or resume actions."
FPC-0063,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-044,src/debug/dmi_jtag.sv,dmi_jtag,DMIBusy,Missing authentication guard on DMI JTAG write operations and broken password verification mechanism.
FPC-0064,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-050,src/debug/dmi_jtag_tap.sv,dmi_jtag_tap,IDCODE,"The JTAG TAP controller directly drives the sensitive `dmi_reset_o` signal from the `dtmcs_q` shift register without a shadow update register, causing spurious resets during JTAG shifting."
FPC-0065,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-051,src/debug/dmi_jtag_tap.sv,dmi_jtag_tap,CaptureDr; IDCODE,Missing synchronous JTAG TAP reset assertion during Test-Logic-Reset state.
FPC-0066,gemini_3.1_pro_preview,ours_chain_context,h19_debug_jtag_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_debug_jtag_scope:rep_1:F-052,src/rom2/rom2.sv; tb/ariane_peripherals.sv,rom2; ariane_peripherals,RomSize; key_reg_out; i_rom2,"The rom2 module allows arbitrary writes to the secure_reg registers containing critical system keys and access control configurations, bypassing expected security boundaries."
FPC-0067,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,4,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-001,src/rom2/rom2.sv; tb/ariane_peripherals.sv; tb/ariane_testharness.sv,rom2; ariane_peripherals; ariane_testharness,RomSize; i_rom2; access_ctrl; key_reg_out; rom2_addr,"Unrestricted AXI writes allow arbitrary modification of system access controls and JTAG debug keys.
---
Unprotected memory-mapped writes to the ROM2 key and configuration registers allow dynamic modification of hardware access controls.
---
Missing access control on sensitive memory-mapped key registers in rom2.
---
Missing access control checks on memory-mapped key registers allow arbitrary read and write of sensitive JTAG and access control keys."
FPC-0068,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-002,src/debug/dmi_jtag.sv; src/rom2/rom2.sv; tb/ariane_peripherals.sv,dmi_jtag; rom2; ariane_peripherals,pass; RomSize; i_rom2,"JTAG write operations bypass password authentication, and sensitive key/access control registers are exposed to unrestricted software memory-mapped accesses."
FPC-0069,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,15,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-006,src/debug/dm_csrs.sv; fpga/src/ariane_xilinx.sv; src/debug/dmi_jtag.sv,dm_csrs; ariane_xilinx; dmi_jtag,CmdErrNone; debug_req; dmactive; command_q; HartSelLen; dmcontrol_t; dm,"Hardcoded debug authentication bypass in the Debug Module CSRs.
---
Hardcoded debug authentication bypass in the Debug Module CSRs allows unauthorized JTAG/Debug access.
---
The Debug Module unconditionally bypasses authentication by hardcoding the `authenticated` status to true.
---
The debug module (dm_csrs) hardcodes the `authenticated` status bit to 1, completely bypassing debug authentication.
---
The debug module bypasses authentication by hardcoding the `authenticated` status to 1."
FPC-0070,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-008,src/debug/dm_csrs.sv,dm_csrs,procedural_assign:168; DTM_SUCCESS,Debug module authentication is explicitly bypassed and responses statically indicate success.
FPC-0071,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-010,openpiton/serpent_peripherals.sv,serpent_peripherals,continuous_assign:199,"AXI protection signals (`aw.prot` and `ar.prot`) are improperly tied off to '0, hardcoding debug module transactions as Secure and discarding dynamic privilege state."
FPC-0072,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-011,src/debug/dm_csrs.sv; src/debug/dm_top.sv,dm_csrs; dm_top,procedural_assign:168; dmi_req_i,"The debug module (DM) authentication is explicitly unimplemented and hardcoded to bypass authentication, allowing unauthenticated JTAG/DMI access."
FPC-0073,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-012,src/debug/dm_csrs.sv,dm_csrs,continuous_assign:152,"Debug Module authentication is unimplemented and hardcoded to true, granting unconditional debug access."
FPC-0074,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-013,fpga/src/ariane_xilinx.sv; src/debug/dmi_jtag.sv; openpiton/serpent_peripherals.sv,ariane_xilinx; dmi_jtag; serpent_peripherals,i_dmi_jtag; dmi_req_o,"The JTAG debug interface is instantiated without connecting the authentication key, leaving it to default to zero and bypassing JTAG access protection."
FPC-0075,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-014,src/debug/dm_csrs.sv,dm_csrs,continuous_assign:150,Debug Module authentication is explicitly bypassed by hardcoding the authenticated status to true.
FPC-0076,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,2,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-015,src/debug/dmi_jtag.sv,dmi_jtag,DMIBusy,"Unauthenticated DTM_WRITE operations are permitted in the JTAG DMI, bypassing the password authentication mechanism.
---
Missing authentication guard on DTM_WRITE operations and uninitialized password secret in JTAG DMI interface."
FPC-0077,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-016,src/rom2/rom2.sv; fpga/src/ariane_xilinx.sv,rom2; ariane_xilinx,state_update:34; ar_user; rst_ni,"The rom2 module exposes sensitive cryptographic keys to arbitrary read and write operations without any access control or privilege checks. Additionally, AXI user signals are hardcoded to zero, dropping potential transaction privilege metadata."
FPC-0078,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,7,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-019,src/csr_regfile.sv,csr_regfile,ILLEGAL_INSTR; ARIANE_MARCHID; ASID_WIDTH,"The privilege check for Control and Status Register (CSR) accesses contains a hardcoded bypass for the Machine Exception Program Counter (MEPC), allowing less privileged software to access it.
---
Privilege check bypass allows unprivileged access to the Machine Exception Program Counter (MEPC) register.
---
Privilege check bypass allows unauthorized access to MEPC CSR from lower privilege modes
---
Privilege check for CSR access is explicitly bypassed for the MEPC (Machine Exception Program Counter) register, allowing unprivileged access.
---
Privilege check bypass for the Machine Exception Program Counter (MEPC) register allows lower-privilege code to read and write MEPC."
FPC-0079,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-021,src/csr_regfile.sv,csr_regfile,ExceptionAddress,Improper vectored interrupt condition allows cross-privilege control flow hijacking by incorrectly ORing mtvec and stvec mode bits.
FPC-0080,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-027,src/csr_regfile.sv,csr_regfile,fprec; fflags,Missing debug mode guard for Debug CSRs allows unauthorized modification from Machine mode.
FPC-0081,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,2,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-028,src/csr_regfile.sv,csr_regfile,ASID_WIDTH; Off,"Incorrect privilege level escalation to Machine Mode via umode_i signal.
---
Privilege escalation backdoor via umode_i signal forcing Machine Mode."
FPC-0082,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-029,src/csr_regfile.sv,csr_regfile,IRQ_M_EXT; boot_addr_i; fflags; MIP_SSIP; ariane_pkg,Incorrect protection state update of the mstatus.SD bit during FCSR writes leads to cross-process FP state leakage.
FPC-0083,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-030,src/csr_regfile.sv,csr_regfile,ASID_WIDTH,"An external signal or unprivileged state (`umode_i`) arbitrarily elevates the processor's privilege level to Machine Mode, allowing a complete bypass of privilege boundaries and memory protections."
FPC-0084,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-032,src/csr_regfile.sv,csr_regfile,ILLEGAL_INSTR; ASID_WIDTH,Privilege isolation bypass allows unauthorized access to CSR_MEPC and improper privilege escalation via umode_i.
FPC-0085,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-043,src/debug/dm_csrs.sv,dm_csrs,procedural_assign:168; procedural_assign:350,"The debug module bypasses authentication by hardcoding the authenticated state to true, allowing unauthorized JTAG debug access."
FPC-0086,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-044,src/debug/dmi_jtag.sv,dmi_jtag,DMIBusy,"JTAG debug authentication compares the input password against an undriven internal signal instead of the provided key, allowing trivial authentication bypass."
FPC-0087,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,3,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-045,src/debug/dmi_jtag.sv,dmi_jtag,DMIBusy; pass,"Debug authorization bypass allows unauthenticated JTAG DMI writes.
---
Missing authentication guard on JTAG DMI write operations allows unauthorized debug writes.
---
Missing authentication check for JTAG DTM write operations allows arbitrary unauthenticated writes."
FPC-0088,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-048,src/debug/dmi_jtag.sv,dmi_jtag,DMINoError; DMIBusy,JTAG authentication bypass due to comparison against an uninitialized signal instead of the intended key.
FPC-0089,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-051,src/debug/dmi_jtag.sv,dmi_jtag,DMIBusy,JTAG debug authentication can be trivially bypassed due to an uninitialized password signal and a latched permission state.
FPC-0090,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-052,src/debug/dmi_jtag_tap.sv,dmi_jtag_tap,IDCODE,JTAG live shift vulnerability causes unintended toggling of the debug module reset signal (dmi_reset_o) during JTAG Shift-DR operations.
FPC-0091,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-053,src/debug/dmi_jtag_tap.sv,dmi_jtag_tap,CaptureDr; IDCODE,"The JTAG TAP controller FSM fails to assert the internal test_logic_reset_o signal when entering the TestLogicReset state, preventing the synchronous reset of the Instruction Register and Data Registers."
FPC-0092,gemini_3.1_pro_preview,ours_chain_context,h19_jtag_debug_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h19_jtag_debug_expansion_scope:rep_1:F-054,src/rom2/rom2.sv; tb/ariane_peripherals.sv,rom2; ariane_peripherals,RomSize; key_reg_out; i_rom2,Sensitive keys stored in `rom2` can be read and overwritten by any AXI bus master without access control or locking mechanisms.
FPC-0093,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,8,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-002,piton/design/chip/tile/ariane/src/hmac/hmac_wrapper.sv; piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv; piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv,hmac_wrapper; riscv_peripherals; acct_wrapper,en; rst_ni; j; state_update:104; acct_ctrl_i; state_update:100; reglk_ctrl_i; address,"Privilege-based access control signal (acct_ctrl_i) is ignored in peripheral wrappers like hmac_wrapper, completely bypassing intended permission checks.
---
Missing privilege check in HMAC wrapper allows bypassing of access control.
---
Soft reset bypasses register locks on HMAC data registers.
---
Sensitive HMAC key registers and control flags are not cleared during reset, leading to data remanence and uninitialized state vulnerabilities.
---
Missing access control check for HMAC key_hash_bypass configuration."
FPC-0094,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,3,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-003,piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv; piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv,riscv_peripherals; acct_wrapper,continuous_assign:1779; i_acct_wrapper; axi_req_i; continuous_assign:1585; continuous_assign:1868; i_reglk_wrapper,"AXI privilege and security signals (`prot`) are hardcoded to zero for accesses to the Access Control (ACCT) module, stripping transaction security context.
---
AXI protection (`prot`) and `lock` signals for the HMAC wrapper are hardcoded to zero, dropping the standard security and privilege context of transactions.
---
The AXI PROT (protection) signals are incorrectly tied off to zero for the register lock peripheral, stripping privilege and security context from transactions."
FPC-0095,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,4,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-004,piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv,acct_wrapper,state_update:100; acct_mem; reglk_ctrl; reglk_ctrl_i; continuous_assign:51,"Lock bypass vulnerability in acct_wrapper due to an out-of-bounds register lock control bit check.
---
Register lock logic in `acct_wrapper` is bypassed for certain access control memory locations due to a bit-width mismatch, allowing permanent unauthorized writes.
---
Out-of-bounds index on register lock signal bypasses the lock mechanism for access control memory.
---
Typographical error and bitwidth mismatch in register lock control allows bypass of write protection for access control memory."
FPC-0096,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-005,piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv,acct_wrapper,j,"A soft reset signal (rst_6) bypasses register locks on the access control memory, allowing an attacker to revert protected security permissions to a permissive state."
FPC-0097,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,2,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-011,piton/design/chip/tile/ariane/src/hmac/hmac_wrapper.sv; piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,hmac_wrapper; riscv_peripherals,acct_ctrl_i; debug_mode_i,"The HMAC wrapper fails to mask or zeroize the internal key hash (`ikey_hash`) when debug mode is active, unlike other sensitive key materials.
---
The HMAC key is forced to zero when debug mode is active, completely bypassing cryptographic security."
FPC-0098,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,2,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-013,piton/design/chip/tile/ariane/src/hmac/hmac_wrapper.sv,hmac_wrapper,address; en,"Inconsistent debug mode protection leaves ikey_hash exposed.
---
Missing debug mode guard on the HMAC inner key (ikey_hash) exposes sensitive cryptographic state to debuggers."
FPC-0099,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-017,piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv; piton/design/chip/tile/ariane/src/reglk/reglk_wrapper.sv,acct_wrapper; reglk_wrapper,j,Unsafe localized soft resets allow bypassing of register locks and access control configurations.
FPC-0100,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-020,piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,riscv_peripherals,continuous_assign:1678; i_pkt_wrapper,"AXI-Lite protection signals (PROT) are incorrectly tied off to zero, stripping privilege and security metadata and potentially forcing accesses to appear as Secure/Unprivileged."
FPC-0101,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-022,piton/design/chip/tile/ariane/src/hmac/hmac_wrapper.sv,hmac_wrapper,state_update:104,"The HMAC wrapper module does not clear sensitive key registers (key0) upon system reset, potentially allowing key leakage or unauthorized reuse across security boundaries."
FPC-0102,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,3,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-024,piton/design/chip/tile/ariane/src/reglk/reglk_wrapper.sv,reglk_wrapper,j; acct_ctrl_i,"The jtag_unlock signal is used in the reset condition of reglk_mem, allowing a debug interface to improperly clear system register locks.
---
The register lock state (`reglk_mem`) can be completely cleared by the `jtag_unlock` debug signal, effectively bypassing register locks via a debug interface.
---
The register lock state can be fully bypassed and cleared to zero via the `jtag_unlock` debug signal, defeating software-configured lock protections."
FPC-0103,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-026,piton/design/chip/tile/ariane/src/reglk/reglk_wrapper.sv; piton/design/chip/tile/ariane/src/hmac/hmac_wrapper.sv; piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,reglk_wrapper; hmac_wrapper; riscv_peripherals,j; acct_ctrl_i; state_update:104; jtag_unlock,"Unsafe debug behavior: The debug signal `jtag_unlock` resets the register lock bits to zero, bypassing hardware write protections for multiple secure peripherals without wiping their sensitive state."
FPC-0104,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,3,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-029,piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,riscv_peripherals,plic_master; procedural_assign:1071; procedural_assign:1244; procedural_assign:1157; atop,"Hardcoded AXI protection (`prot`) signals to `'0` force all transactions to be treated as Secure, bypassing potential security state isolation.
---
AXI protection signals (`prot`) for critical security peripherals (PLIC, RSA, RNG, AES) are hardcoded to zero, dropping privilege and security state information.
---
AXI-Lite protection (`prot`) signals are improperly tied to zero, stripping the security and privilege metadata of incoming requests."
FPC-0105,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-032,piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,riscv_peripherals,aes1_axi_req,"Hardcoded AXI protection attributes (`aw.prot` and `ar.prot` tied to '0') spoof Secure transactions and drop upstream security contexts, potentially bypassing access controls."
FPC-0106,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-033,piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,riscv_peripherals,aes2_axi_req,"Improper tie-off of AXI PROT signals forces all accesses to Secure state, potentially causing privilege escalation."
FPC-0107,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-034,piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,riscv_peripherals,dma_axi_req,Hardcoded AXI prot signals in DMA requests grant unintended Secure access privileges.
FPC-0108,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,3,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-035,piton/design/chip/tile/ariane/src/pkt/pkt_wrapper.sv,pkt_wrapper,procedural_assign:101,"Sensitive fuse data readback can be performed bypassing the register lock check due to an unsafe default assignment falling through in unmapped address reads.
---
Sensitive fuse data is exposed through unmapped register reads due to an insecure default value assignment.
---
Bypass of register lock check allows unauthorized read access to fuse_rdata_i via unsafe default assignment."
FPC-0109,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-041,piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,riscv_peripherals,ariane_boot_sel_i,Hardware boot configuration is bypassed due to a hardcoded ternary operator unconditionally assigning the Linux boot ROM data.
FPC-0110,gemini_3.1_pro_preview,ours_chain_context,h21_access_lock_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_lock_scope:rep_1:F-042,piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,riscv_peripherals,rsa_axi_req,"AXI protection signals for the RSA peripheral are hardcoded to 0, improperly escalating all requests to 'Secure' state."
FPC-0111,gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,2,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-001,piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv; piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv; piton/design/chip/tile/ariane/src/reglk/reglk_wrapper.sv; piton/design/chip/tile/ariane/src/rst_ctrl/rst_wrapper.sv; piton/design/chip/tile/ariane/src/clint/axi_lite_interface.sv,acct_wrapper; riscv_peripherals; reglk_wrapper; rst_wrapper; axi_lite_interface,procedural_assign:117; i_rst_wrapper; axi_resp_o; procedural_assign:108; procedural_assign:169; acct_mem; procedural_assign:103,"Missing privilege access control check (`acct_ctrl_i`) for memory-mapped reads in peripheral wrappers.
---
Missing privilege check in `acct_wrapper` allows unauthorized reads of the access control memory."
FPC-0112,gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-003,piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv,acct_wrapper,j; acc_ctrl_o,Bypassed register lock for access control memory due to out-of-bounds signal zero-extension.
FPC-0113,gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,2,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-005,piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv; piton/design/chip/tile/ariane/src/rst_ctrl/rst_wrapper.sv,acct_wrapper; rst_wrapper,j; rst_6; acc_ctrl_o; acct_ctrl_i,"The access control module (`acct_wrapper`) exhibits a fail-open vulnerability by resetting its access control memory (`acct_mem`) to `0xffffffff` upon a soft reset (`rst_6`).
---
An unprotected soft reset signal (rst_6) allows bypassing of register locks (reglk_ctrl) to revert access control memory (acct_mem) to a permissive default state."
FPC-0114,gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,11,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-007,piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv; piton/design/chip/tile/ariane/src/reglk/reglk_wrapper.sv; piton/design/chip/tile/ariane/src/rst_ctrl/rst_wrapper.sv; piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,acct_wrapper; reglk_wrapper; rst_wrapper; riscv_peripherals,j; acct_ctrl_i; procedural_assign:108; state_update:100; axi_lite_interface_i; address; rst_ni; state_update:140,"Missing privilege check allows unauthorized modification of access control and register lock configurations.
---
Missing access control guard in `reglk_wrapper` allows unauthorized access to register lock settings.
---
Missing access control check in reglk_wrapper allows unauthorized modification of register locks.
---
The debug signal jtag_unlock clears all register locks in reglk_wrapper, bypassing hardware access protections.
---
Typo in register lock logic allows a locked register to be overwritten by another register's value, bypassing the access control."
FPC-0115,gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,2,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-016,piton/design/chip/tile/ariane/src/reglk/reglk_wrapper.sv; piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv; piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,reglk_wrapper; acct_wrapper; riscv_peripherals,j; continuous_assign:72; acc_ctrl; priv_lvl_i; acct_ctrl_i,"Unsafe reset conditions in reglk_wrapper and acct_wrapper allow clearing of lock and permission states via soft resets or debug signals.
---
Security locks can be bypassed via soft reset or debug signals, and a hardcoded permission alias exists in the access control matrix."
FPC-0116,gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-018,piton/design/chip/tile/ariane/src/clint/axi_lite_interface.sv; piton/design/chip/tile/ariane/src/acct/acct_wrapper.sv; piton/design/chip/tile/ariane/src/reglk/reglk_wrapper.sv,axi_lite_interface; acct_wrapper; reglk_wrapper,axi_resp_o; axi_lite_interface_i,"The AXI-Lite interface hardcodes transaction responses to OKAY (2'b0), silently masking access control and register lock violations."
FPC-0117,gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-019,piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv,riscv_peripherals,aes2_axi_req,"AXI protection signals (aw.prot and ar.prot) are tied to 0, which permanently asserts the 'Secure' attribute for all accesses to the AES peripheral, potentially bypassing TrustZone or system-level security boundaries."
FPC-0118,gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-022,piton/design/chip/tile/ariane/openpiton/riscv_peripherals.sv; piton/design/chip/tile/ariane/src/clint/axi_lite_interface.sv,riscv_peripherals; axi_lite_interface,continuous_assign:1868; IDLE; reglk_axi_req,"AXI protection (prot) signals are explicitly tied off and ignored, preventing privilege-based access control for security-critical peripherals like Register Locks and Resets."
FPC-0119,gemini_3.1_pro_preview,ours_chain_context,h21_access_reglock_reset_expansion_scope,1,1,ours_chain_context:gemini_3.1_pro_preview:h21_access_reglock_reset_expansion_scope:rep_1:F-023,piton/design/chip/tile/ariane/src/reglk/reglk_wrapper.sv,reglk_wrapper,procedural_assign:112,Copy-paste error in reglk_wrapper read logic allows unauthorized readback of all register lock values.
