run_id,batch_id,input_scope,agent_mode,model_family,model_version,provider,method_name,prompt_version,temperature,max_output_tokens,tool_policy,run_index,started_at,completed_at,output_path,trace_path,notes
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_fc_core_security_scope__rep_2,baseline_hackatdac_deepseek_gpt_pilot_v1,h18_fc_core_security_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,2,2026-06-02T23:26:44.212623+08:00,2026-06-02T23:33:00.837840+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_2\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_fc_core_security_scope__rep_3,baseline_hackatdac_deepseek_gpt_pilot_v1,h18_fc_core_security_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,3,2026-06-02T23:33:00.849538+08:00,2026-06-02T23:42:23.516467+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_fc_core_security_scope\rep_3\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_1,baseline_hackatdac_deepseek_gpt_pilot_v1,h18_gpio_apb_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,1,2026-06-03T02:10:26.022686+08:00,2026-06-03T02:13:39.554970+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_1\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_2,baseline_hackatdac_deepseek_gpt_pilot_v1,h18_gpio_apb_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,2,2026-06-03T02:13:39.559090+08:00,2026-06-03T02:17:06.970265+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_2\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h18_gpio_apb_scope__rep_3,baseline_hackatdac_deepseek_gpt_pilot_v1,h18_gpio_apb_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,3,2026-06-02T23:44:30.007868+08:00,2026-06-02T23:52:24.667164+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h18_gpio_apb_scope\rep_3\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_access_control_fabric_scope__rep_1,baseline_hackatdac_deepseek_gpt_pilot_v1,h19_access_control_fabric_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,1,2026-06-02T23:52:24.679270+08:00,2026-06-03T00:02:35.659270+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_access_control_fabric_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_access_control_fabric_scope\rep_1\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_access_control_fabric_scope__rep_2,baseline_hackatdac_deepseek_gpt_pilot_v1,h19_access_control_fabric_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,2,2026-06-03T00:02:35.664270+08:00,2026-06-03T00:14:48.659320+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_access_control_fabric_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_access_control_fabric_scope\rep_2\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_access_control_fabric_scope__rep_3,baseline_hackatdac_deepseek_gpt_pilot_v1,h19_access_control_fabric_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,3,2026-06-03T00:14:48.673820+08:00,2026-06-03T00:19:48.944689+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_access_control_fabric_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_access_control_fabric_scope\rep_3\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_1,baseline_hackatdac_deepseek_gpt_pilot_v1,h19_aes_rom2_security_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,1,2026-06-03T00:19:48.948690+08:00,2026-06-03T00:22:49.403560+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_1\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_2,baseline_hackatdac_deepseek_gpt_pilot_v1,h19_aes_rom2_security_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,2,2026-06-03T00:22:49.408069+08:00,2026-06-03T00:27:01.562226+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_2\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_aes_rom2_security_scope__rep_3,baseline_hackatdac_deepseek_gpt_pilot_v1,h19_aes_rom2_security_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,3,2026-06-03T00:27:01.574313+08:00,2026-06-03T00:29:40.423406+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_aes_rom2_security_scope\rep_3\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_csr_privilege_scope__rep_1,baseline_hackatdac_deepseek_gpt_pilot_v1,h19_csr_privilege_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,1,2026-06-03T00:29:40.428413+08:00,2026-06-03T00:33:10.845649+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_1\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_csr_privilege_scope__rep_2,baseline_hackatdac_deepseek_gpt_pilot_v1,h19_csr_privilege_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,2,2026-06-03T00:33:10.852158+08:00,2026-06-03T00:37:31.701061+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_2\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_csr_privilege_scope__rep_3,baseline_hackatdac_deepseek_gpt_pilot_v1,h19_csr_privilege_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,3,2026-06-03T00:37:31.710091+08:00,2026-06-03T00:41:32.216467+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_csr_privilege_scope\rep_3\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_1,baseline_hackatdac_deepseek_gpt_pilot_v1,h19_debug_jtag_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,1,2026-06-03T00:41:32.221981+08:00,2026-06-03T00:48:39.180133+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_1\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_2,baseline_hackatdac_deepseek_gpt_pilot_v1,h19_debug_jtag_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,2,2026-06-03T00:48:39.190733+08:00,2026-06-03T00:52:31.149427+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_2\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h19_debug_jtag_scope__rep_3,baseline_hackatdac_deepseek_gpt_pilot_v1,h19_debug_jtag_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,3,2026-06-03T00:52:31.155043+08:00,2026-06-03T00:56:43.042272+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_3\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_1,baseline_hackatdac_deepseek_gpt_pilot_v1,h21_access_lock_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,1,2026-06-03T00:56:43.047783+08:00,2026-06-03T01:04:18.187356+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_1\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_2,baseline_hackatdac_deepseek_gpt_pilot_v1,h21_access_lock_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,2,2026-06-03T01:04:18.194362+08:00,2026-06-03T01:09:05.206916+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_2\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_3,baseline_hackatdac_deepseek_gpt_pilot_v1,h21_access_lock_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,3,2026-06-03T01:09:05.220176+08:00,2026-06-03T01:13:40.513551+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_3\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_1,baseline_hackatdac_deepseek_gpt_pilot_v1,h21_crypto_security_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,1,2026-06-03T01:13:40.524893+08:00,2026-06-03T01:20:08.653400+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_1\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_2,baseline_hackatdac_deepseek_gpt_pilot_v1,h21_crypto_security_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,2,2026-06-03T01:20:08.657903+08:00,2026-06-03T01:24:41.391235+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_2\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_3,baseline_hackatdac_deepseek_gpt_pilot_v1,h21_crypto_security_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,3,2026-06-03T01:24:41.395297+08:00,2026-06-03T01:31:10.504872+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_crypto_security_scope\rep_3\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_1,baseline_hackatdac_deepseek_gpt_pilot_v1,h21_dma_pkt_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,1,2026-06-03T01:31:10.509871+08:00,2026-06-03T01:38:44.480017+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pkt_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pkt_scope\rep_1\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_2,baseline_hackatdac_deepseek_gpt_pilot_v1,h21_dma_pkt_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,2,2026-06-03T01:38:44.485528+08:00,2026-06-03T01:45:09.041199+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pkt_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pkt_scope\rep_2\tool_trace.jsonl,
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_3,baseline_hackatdac_deepseek_gpt_pilot_v1,h21_dma_pkt_scope,langchain_read_search,gpt_5_5,gpt-5.5,gpt,langchain_read_search,baseline_task_prompt_v1,0.2,32768,read_search_only,3,2026-06-03T01:45:09.046196+08:00,2026-06-03T01:50:19.565420+08:00,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pkt_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_dma_pkt_scope\rep_3\tool_trace.jsonl,
