finding_uid,model_family,method_name,input_scope,repetition,run_id,finding_id,summary,matched_case_id,detection_match,duplicate_of_finding_uid,evidence_quality,fp_cluster_id,cluster_scoring_role,review_notes,final_answer_path
ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-102,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1,F-102,"The debug unit (zeroriscy_debug_unit) grants access to certain debug registers unconditionally, without requiring the core to be halted, allowing register file write requests (regfile_wreq_o) to potentially be issued without adequate privilege gating. Additionally, the debug interface exposes full GPR and CSR read/write capability through an external debug port with minimal access control.",H18-017,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-011,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-011: same run reports H18-017 again. Matched H18-017: reports memory-mapped/debug access to CPU register or CSR state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-103,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1,F-103,"csr_access_o is not deasserted when deassert_we_i is active, unlike other write-enabling signals, allowing CSR access to proceed during stalls or pipeline flushes.",,FP,,Sufficient,FPC-0039,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-104,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1,F-104,"The CSR access permission check via csr_illegal is incomplete: only the CSR operation encoding (bits [13:12]) is validated for legality, but there is no privilege-level check on the CSR address being accessed. Any unprivileged software can access machine-mode CSRs including mstatus (0x300) without a privilege guard.",H18-025,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-005,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-005: same run reports H18-025 again. Matched H18-025: reports missing/incorrect privilege enforcement for privileged CSR or privilege state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-105,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1,F-105,"The CSR access path in zeroriscy_decoder suppresses csr_op via deassert_we but does not suppress csr_access_o, allowing a stalled or flushed CSR instruction to still assert csr_access_o while csr_op_o is forced to CSR_OP_NONE, creating an inconsistent permission state that could be exploited or cause unintended CSR side effects.",,FP,,Sufficient,FPC-0040,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-106,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1,F-106,"Debug unit can unconditionally write to the register file bypassing normal write-enable controls, and can directly modify CSRs without privilege checks in the decoder/controller pipeline.",H18-017,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-011,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-011: same run reports H18-017 again. Matched H18-017: reports memory-mapped/debug access to CPU register or CSR state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-107,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1,F-107,"The csr_status_i signal (indicating a CSR status instruction) is used in the controller's DECODE state to unconditionally trigger a pipeline FLUSH without any privilege or permission check, allowing any instruction-level manipulation of CSR status registers without authorization guards.",,FP,,Sufficient,FPC-0041,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-108,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1,F-108,"The RV32E illegal register check is permanently disabled, allowing instructions referencing the upper 16 registers (which are non-existent in RV32E) to proceed without being flagged as illegal, bypassing the architectural privilege/protection constraint.",,FP,,Sufficient,FPC-0042,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-109,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1,F-109,"The debug register write path in zeroriscy_id_stage bypasses the normal regfile_we gating (including deassert_we and privilege checks), allowing unconditional register file writes when dbg_reg_wreq_i is asserted.",H18-017,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-011,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-011: same run reports H18-017 again. Matched H18-017: reports memory-mapped/debug access to CPU register or CSR state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-110,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1,F-110,"The debug unit can directly read and write CSRs and general-purpose registers without any privilege or authentication check, and CSR read data is unconditionally forwarded to the debug unit regardless of the core's privilege state.",H18-017,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-011,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-011: same run reports H18-017 again. Matched H18-017: reports memory-mapped/debug access to CPU register or CSR state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-111,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1,F-111,"The debug unit can write to the CPU general-purpose register file (dbg_reg_wreq / regfile_wreq_o) without any privilege, lifecycle, or authentication guard. The debug request signal originates from an external pin routed directly into the core, and the debug unit exposes a register-file write port that is only qualified by whether the debug unit itself is active—there is no check against a secure-boot state, life-cycle fuse, or any other access-control mechanism.",H18-017,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-011,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-011: same run reports H18-017 again. Matched H18-017: reports memory-mapped/debug access to CPU register or CSR state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-112,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1,F-112,"The apb_interrupt_cntrl module unconditionally hardwires core_clock_en_o and fetch_en_o to 1'b1, ignoring the core_secure_mode_i input and any permission/privilege state, and fc_subsystem passes core_secure_mode_i as a constant 1'b0 to the interrupt controller, while supervisor_mode_o is also hardwired to 1'b1. Together these mean security-mode gating and supervisor privilege enforcement are permanently bypassed.",H18-027,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-001,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-001: same run reports H18-027 again. Matched H18-027: reports secure interrupt mediation disabled or not enforced.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-113,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1,F-113,"The interrupt controller (zeroriscy_int_controller) latches the IRQ ID into irq_id_q at the moment an interrupt is accepted in IDLE state, but the interrupt enable check (irq_enable_ext) is only evaluated at that single transition. Once the FSM moves to IRQ_PENDING, the irq_req_ctrl_o output is asserted purely based on the FSM state (exc_ctrl_cs == IRQ_PENDING) with no re-evaluation of the interrupt enable bit (m_IE_i). Additionally, in zeroriscy_controller the SLEEP state wakes the core on irq_i directly (line 254) without checking irq_enable_ext or m_IE_i, bypassing the interrupt-enable guard entirely for WFI wakeup.",,FP,,Sufficient,FPC-0043,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-114,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1,F-114,"irq_id_ctrl_o is driven directly from the latched irq_id_q register regardless of the interrupt-enable guard, allowing a stale or pending interrupt ID to be readable/usable even when interrupts are disabled",H18-027,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-001,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-001: same run reports H18-027 again. Matched H18-027: reports secure interrupt mediation disabled or not enforced.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-115,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1,F-115,"In the SLEEP state, the controller wakes up and transitions to FIRST_FETCH based solely on the raw `irq_i` signal without checking `irq_enable_int` (the machine interrupt enable gate), allowing interrupts to wake the core even when M-mode interrupts are disabled. Conversely, in FIRST_FETCH and DECODE states, the IRQ transition correctly requires both `irq_req_ctrl_i & irq_enable_int`. This asymmetry means a masked/disabled interrupt can still wake the processor from WFI sleep.",H18-027,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-001,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-001: same run reports H18-027 again. Matched H18-027: reports secure interrupt mediation disabled or not enforced.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1:F-116,claude_sonnet_4-6,ours_chain_context,h18_fc_core_security_scope,1,ours_chain_context:claude_sonnet_4-6:h18_fc_core_security_scope:rep_1,F-116,"test_en_i bypasses clock-gating write-enable guard in the register file, allowing writes to proceed regardless of we_a_i during test mode",,FP,,Sufficient,FPC-0044,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__fc_core_security_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-001,claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1,F-001,"Clock divider registers are readable via APB without any access guard: the always_comb readback block returns r_clkdiv0/1/2 unconditionally regardless of PSEL, PENABLE, or any privilege/lock signal, exposing sensitive clock configuration state to any bus master.",,FP,,Sufficient,FPC-0045,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__gpio_apb_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-002,claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1,F-002,"The fll1_lock (and fll2_lock, fll3_lock) signals from external FLL hardware are sampled into the APB clock domain through a two-stage synchronizer but are used only for status readback — there is no access guard that prevents APB writes to FLL configuration registers while the FLL lock signal is asserted. Any software can write FLL configuration at any time regardless of the lock state, with no hardware enforcement of the protection semantics implied by the lock signal.",,FP,,Sufficient,FPC-0046,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__gpio_apb_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-003,claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1,F-003,"The FLL lock status signals (fll1_lock_sync, fll2_lock_sync, fll3_lock_sync) are synchronized into the APB clock domain and made readable via the APB interface without any privilege, lock, or access-control guard. Any APB master can read FLL lock state and configure FLL parameters (address, data, write-not) without restriction, enabling unprivileged software to monitor or manipulate clock-generation infrastructure.",,FP,,Sufficient,FPC-0047,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__gpio_apb_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-004,claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1,F-004,"The fll3_lock signal from the cluster FLL is readable via the APB interface without any privilege, authentication, or lock guard. The apb_fll_if module exposes FLL lock status (fll3_lock, fll1_lock, fll2_lock) through an APB-accessible read path with no access control mechanism beyond basic PSEL/PENABLE APB handshaking.",,FP,,Sufficient,FPC-0048,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__gpio_apb_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-005,claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1,F-005,"The r_gpio_lock register protects r_gpio_dir (gpio direction) and r_gpio_out writes, but REG_PADOUTSET and REG_PADOUTCLR register writes bypass the lock check entirely, allowing modification of gpio_out without the lock guard.",H18-004,TP,,Sufficient,,TP,Matched H18-004: reports software/APB can write or bypass GPIO lock protection.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__gpio_apb_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-006,claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1,F-006,"The r_gpio_lock register in apb_gpio is declared and partially consulted for REG_PADDIR and REG_PADOUT writes, but several other write paths (REG_PADOUTSET, REG_PADOUTCLR, interrupt configuration registers, pad configuration registers, etc.) bypass the lock check entirely, allowing unguarded modification of protected GPIO configuration after the lock should be active.",H18-004,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-005,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-005: same run reports H18-004 again. Matched H18-004: reports software/APB can write or bypass GPIO lock protection.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__gpio_apb_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-007,claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1,F-007,"The r_gpio_lock register guards r_gpio_dir (and r_gpio_out) writes, but the REG_PADOUTSET and REG_PADOUTCLR paths bypass the lock check, and there is no lock guard on several other sensitive GPIO registers, indicating an incomplete protection scheme. Additionally, the lock register itself can be written without restriction.",H18-004,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-005,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-005: same run reports H18-004 again. Matched H18-004: reports software/APB can write or bypass GPIO lock protection.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__gpio_apb_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-008,claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1,F-008,"The apb_gpio lock register (r_gpio_lock) does not protect all writable registers: REG_PADOUTSET and REG_PADOUTCLR bypass the lock check and allow unconditional modification of gpio_out, while REG_PADDIR and REG_PADOUT are only partially protected.",H18-004,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-005,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-005: same run reports H18-004 again. Matched H18-004: reports software/APB can write or bypass GPIO lock protection.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__gpio_apb_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-009,claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1,F-009,"The apb_gpio module contains a r_gpio_lock register that guards r_gpio_dir and r_gpio_out writes, but write operations via REG_PADOUTSET and REG_PADOUTCLR bypass the lock check entirely, allowing unauthorized modification of GPIO output state.",H18-004,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-005,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-005: same run reports H18-004 again. Matched H18-004: reports software/APB can write or bypass GPIO lock protection.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__gpio_apb_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-010,claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1,F-010,"The apb_gpio lock register (r_gpio_lock) does not protect all write paths: REG_PADOUTSET and REG_PADOUTCLR bypass the lock check and directly modify gpio output state, and the lock register itself can be written without any privilege or authentication check.",H18-004,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-005,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-005: same run reports H18-004 again. Matched H18-004: reports software/APB can write or bypass GPIO lock protection.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__gpio_apb_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-011,claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1,F-011,"The GPIO lock register (r_gpio_lock) protects only REG_PADDIR and REG_PADOUT writes, but REG_PADOUTSET and REG_PADOUTCLR writes bypass the lock check entirely, allowing unrestricted modification of gpio_out even when the lock bit is set.",H18-004,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-005,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-005: same run reports H18-004 again. Matched H18-004: reports software/APB can write or bypass GPIO lock protection.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__gpio_apb_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-012,claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1,F-012,"The r_gpio_lock register exists in apb_gpio but is never used to guard writes to any GPIO configuration registers, rendering the lock mechanism completely ineffective.",H18-005,TP,,Sufficient,,TP,Matched H18-005: reports reset clears GPIO lock state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__gpio_apb_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-013,claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1,F-013,"The r_gpio_lock register is declared and connected to the APB GPIO register map but is never used to guard writes to security-sensitive configuration registers such as r_gpio_inttype0, r_gpio_inttype1, r_gpio_inten, or r_gpio_en. The lock register at address REG_GPIOLOCK (0x48) exists in name only — the write-path logic for the interrupt configuration registers does not check r_gpio_lock before allowing updates.",H18-005,Duplicate,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-012,Sufficient,,TP_DUPLICATE,Duplicate of ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-012: same run reports H18-005 again. Matched H18-005: reports reset clears GPIO lock state.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__gpio_apb_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-014,claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1,F-014,"The r_corestatus register in apb_soc_ctrl is writable via APB without any privilege, authentication, or lock guard. Any APB master can overwrite the core status register unconditionally.",,FP,,Sufficient,FPC-0049,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__gpio_apb_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-015,claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1,F-015,"apb_soc_ctrl exposes security-critical control registers (boot address, fetch enable, cluster reset, pad mux, JTAG output) via APB writes with no privilege, lock, or authentication check beyond standard APB handshake signals.",,FP,,Sufficient,FPC-0050,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__gpio_apb_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-016,claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1,F-016,"The JTAG register input (soc_jtag_reg_i) is passed directly into the APB SOC control register file and is readable via the APB bus (PRDATA) without any privilege check, lock, or authentication guard. Any APB master can read back the JTAG register contents through software-accessible APB registers.",,FP,,Sufficient,FPC-0051,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__gpio_apb_scope\rep_1\final_answer.json
ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1:F-017,claude_sonnet_4-6,ours_chain_context,h18_gpio_apb_scope,1,ours_chain_context:claude_sonnet_4-6:h18_gpio_apb_scope:rep_1,F-017,"The JTAG output register (r_jtag_rego / soc_jtag_reg_o) is writable via an unprivileged APB software register write with no privilege check, lock, or lifecycle guard.",,FP,,Sufficient,FPC-0052,FP_CLUSTER_REP,FP: checked against gt_cases.csv and available evidence_gt hit summaries; no mechanism-specific GT match was established.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\ours_chain_context\ours_chain_context_claude\models\claude_sonnet_4-6\hackatdac18__gpio_apb_scope\rep_1\final_answer.json
